기준일자,Returns,Volatility,Sharpe Ratio,A005930-삼성전자-종가,A000660-SK하이닉스-종가,A006400-삼성SDI-종가,A005380-현대차-종가,A000270-기아-종가,A005490-POSCO홀딩스-종가,A012330-현대모비스-종가,A015760-한국전력-종가,A033780-KT&G-종가,A003550-LG-종가
20151112,0.0682882249955331,0.18870162244686406,0.36188467332739643,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151113,0.06391044360658285,0.18874679545691805,0.33860412544683743,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151116,0.042426258854993744,0.18846247955658305,0.2251178003962104,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151117,0.04069664448618427,0.1885562595010351,0.21583290098073282,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151118,0.059763807472158724,0.1886357937392191,0.31682114135125183,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151119,0.05758060847391188,0.18857041189285048,0.30535335790977824,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151120,0.06334283642108815,0.1888916586102359,0.3353395109510444,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151123,0.058721163649868735,0.18891087380886679,0.31084056976667573,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151124,0.055988940770747855,0.18890345476099732,0.29638918378483686,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151125,0.05386740306849436,0.18885474464273966,0.2852319287524198,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151126,0.04326720057410532,0.18898605903828855,0.22894387445446115,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151127,0.05857367132723312,0.18922168485129887,0.30955052204119016,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151130,0.0745305221386161,0.1885872596480908,0.3952044389302447,0.1570881427591167,0.11022772313789293,0.05834573916229572,0.008172646317170747,0.14397404041826492,0.11790431293373413,0.014248317404016617,0.12633647157759212,0.14380448503833454,0.11989812125158163
20151201,0.07738280859894571,0.18938436686133872,0.4086018813559356,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20151202,0.10780252897703209,0.19088552010749837,0.5647496411269038,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20151203,0.08753649492634803,0.1914963023178633,0.45711846060111827,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151204,0.06587044541721943,0.19107338377543626,0.3447389904113244,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151207,0.05768851487229762,0.19133823409645984,0.30150019490205476,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151208,0.05613516058941056,0.19137868849402387,0.2933198102209979,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151209,0.05400336920612819,0.19143419468685935,0.28209886585029814,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151210,0.0600853714553221,0.19146128932027087,0.3138251688821182,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151211,0.06869103451416989,0.19162943654725714,0.35845763444193085,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151214,0.06721497926862909,0.19162838716161618,0.35075690123061515,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151215,0.06249540787598767,0.1915971427652892,0.3261813144705709,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151216,0.06337802938971467,0.19158145695670037,0.3308150506655706,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151217,0.0734426566365166,0.19220792504429776,0.38210004410375076,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151218,0.06148108196533004,0.19177554639840935,0.3205887461668574,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151221,0.05310887589822849,0.1919873140054697,0.2766270061818534,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151222,0.06092346268381555,0.19211980995467848,0.3171118204738363,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151223,0.0785360583402765,0.19259509939141603,0.4077780721754795,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151224,0.08581596093164569,0.19271042713400424,0.44531041837176877,0.17835025194324527,0.08328609262112692,0.04481311406087824,0.022382825086370343,0.05784165040737074,0.10975595253973144,0.08762277283809115,0.14653358227333818,0.13841887992980026,0.13099487830004738
20151228,0.11933969280153066,0.19059680346099225,0.6261369059421548,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20151229,0.10682700930769268,0.19137186229925524,0.5582169082968077,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20151230,0.09484390455825267,0.19142345683412923,0.4954664706553496,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160104,0.08044070772647235,0.19133857012785913,0.42041031075291857,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160105,0.06094249293501165,0.19236257609934065,0.31681054688901383,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160106,0.08065043187909181,0.19235649734814278,0.4192758393449219,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160107,0.07315705895417882,0.1924948957961523,0.3800467469623219,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160108,0.05384661507911413,0.19301078572111674,0.2789824147802686,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160111,0.05599429249807046,0.1930291347247032,0.29008207790978874,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160112,0.05473168522034582,0.19305319565521112,0.2835057199368792,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160113,0.048421892492249916,0.19311365959765084,0.25074296967462656,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160114,0.06896885460026454,0.19329522986137665,0.3568057765818958,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160115,0.05932034282507219,0.19326243257388964,0.30694192365809303,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160118,0.04625505483679558,0.19368249256201933,0.23881897751798184,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160119,0.0388155865665417,0.1935916947671215,0.2005023336008003,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160120,0.06335982051474126,0.19360554987291106,0.32726241864622524,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160121,0.037123281877122015,0.19513589120047764,0.1902432281869792,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160122,0.04223080256211551,0.19493213461646816,0.2166436162267716,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160125,0.044048718425857614,0.19500582503488306,0.22588411611795742,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160126,0.04020354309887794,0.19485308573185947,0.20632746434512564,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160127,0.036680584935839235,0.19501710043441073,0.1880890693899731,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160128,0.07010392231373519,0.19498835614571366,0.35952876212437496,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160129,0.07706395073124284,0.19518922965908303,0.3948166139383947,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160201,0.06567988413775998,0.19497979789791048,0.33685481699057523,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160202,0.05720168674480649,0.19461030225353973,0.2939293864837829,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160203,0.04884032531139763,0.1947833037037085,0.25074184687662093,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160204,0.04026334616194546,0.1948512341631014,0.20663634148831095,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160205,0.057162794833843164,0.19568701497191818,0.29211337728283215,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160211,0.05227480333518963,0.19578925194781058,0.2669952656498425,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160212,0.028370015071306553,0.19609652932388366,0.14467372354382213,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160215,0.04424921719002046,0.19638455930002036,0.22531922747765573,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160216,0.05001423101953509,0.19657704602640308,0.2544255905280898,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160217,0.0721122803262684,0.19718604076477328,0.3657068220782039,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160218,0.0988116393025035,0.19750540368549796,0.5002984093531353,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160219,0.09094571950699817,0.19716674345662144,0.46126297930668564,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160222,0.08898615398726295,0.19709699052270804,0.451484082792277,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160223,0.10164880945143279,0.1970074471972676,0.5159642993071716,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160224,0.09395630438419662,0.196942740912532,0.47707421938402567,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160225,0.09307687224989833,0.19691211613219034,0.4726823015167553,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160226,0.10414469041628574,0.19698050062331737,0.5287055829726006,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160229,0.1045894898687618,0.1969707356962693,0.5309899945240585,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160302,0.1005752397462731,0.19713320174426016,0.5101892469475985,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160303,0.11480240774488341,0.19817708780329962,0.5792920312706905,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160304,0.1128509555983383,0.1981806303281164,0.5694348403852455,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160307,0.10379673402392904,0.19848228106358365,0.5229521419631299,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160308,0.11609868982363097,0.19806038817359287,0.5861782403550305,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160309,0.10185979077117212,0.19809171201747608,0.5142052119888076,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160310,0.10954176633825137,0.19816516342509516,0.5527801377645132,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160311,0.12530477156586362,0.19817370436358223,0.6322976702094211,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160314,0.13154112856091416,0.1981743413311932,0.6637646815289766,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160315,0.1255645287945503,0.19808833328427755,0.6338814947488706,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160316,0.10740968339845276,0.19810588441940016,0.5421832052755234,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160317,0.10441602954702858,0.19808599414938108,0.5271247469838081,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160318,0.11895472956288843,0.1980676101820852,0.6005763862831098,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160321,0.10927387998036325,0.197744968745626,0.5526000518421803,0.16381143176562954,0.08894254301371417,0.07511017234525444,0.022859066542738258,0.12799793255560127,0.06232446013743947,0.04813568722284744,0.15757443569615218,0.14929089950392316,0.1039533712167003
20160322,0.10095920562171122,0.19786466231533428,0.5102437415571148,0.17170140090010916,0.10784696802941117,0.06378434453951606,0.009251175353709205,0.09619874597767283,0.07929318177177676,0.08502582826472148,0.1258086436324254,0.15613760392055337,0.10495210761010443
20160323,0.12165611305816776,0.19812039622539637,0.6140514322400344,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160324,0.10689906129951716,0.19791404177088126,0.5401287364100763,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160325,0.09317936363984972,0.19783471732647018,0.4709960157603863,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160328,0.09780224358629357,0.19772002454324547,0.4946501691582695,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160329,0.09100756808378165,0.19778097124360122,0.4601431953314164,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160330,0.09852260683383193,0.19809759653338438,0.49734377679452774,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160331,0.10088222808455895,0.19814701991206812,0.5091281621561987,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160401,0.09653746935000716,0.19820557693054347,0.4870572808545971,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160404,0.08104964401431272,0.1988518561727681,0.40758806869720393,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160405,0.07084388073554669,0.19866713961900154,0.3565958661880831,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160406,0.06098966319857177,0.19892421886150735,0.3065974748958711,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160407,0.06285904510199017,0.19902385606012343,0.31583673608957197,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160408,0.06560995708544623,0.19903141467818358,0.329646237964654,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160411,0.06742790822921518,0.19905259104270046,0.3387441875335883,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160412,0.07187861779853587,0.19909139603608356,0.3610332702951588,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160414,0.07619896761804369,0.1991613829726176,0.382599108726415,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160415,0.0887504149361667,0.19965782876782662,0.44451257175279957,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160418,0.09738871310230751,0.19971732308720158,0.4876327781530757,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160419,0.09111084872810439,0.19962586661804335,0.4564080310415507,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160420,0.08712569792630397,0.1996877710652269,0.43630963208981305,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160421,0.08179063364029991,0.1995555777437048,0.40986393146748357,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160422,0.09293681873161183,0.19986066460620744,0.46500805405970475,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160425,0.09647969214523763,0.19989978834813854,0.48264029163058414,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160426,0.11335459223993243,0.19897913505185963,0.5696807969860206,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160427,0.1296235905734189,0.19949196924550802,0.6497684646838868,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160428,0.13379837559072366,0.199535871570647,0.6705479798571028,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
20160429,0.12193615372498298,0.20003263361214654,0.6095813044256129,0.1695262192999022,0.08620366335109546,0.06734683126051358,0.04689559566286219,0.04733927520766834,0.08887258595092065,0.07467034891955623,0.16976366192095363,0.14541289446339814,0.10396892396312955
