기준일자,KOSPI지수(종가)-REGIME0,KOSPI지수(종가)-REGIME1,KOSPI지수(종가)-REGIME2,A000270(기아-종가)-REGIME0,A000270(기아-종가)-REGIME1,A000270(기아-종가)-REGIME2,A000660(SK하이닉스-종가)-REGIME0,A000660(SK하이닉스-종가)-REGIME1,A000660(SK하이닉스-종가)-REGIME2,A005380(현대차-종가)-REGIME0,A005380(현대차-종가)-REGIME1,A005380(현대차-종가)-REGIME2,A005490(POSCO홀딩스-종가)-REGIME0,A005490(POSCO홀딩스-종가)-REGIME1,A005490(POSCO홀딩스-종가)-REGIME2,A005930(삼성전자-종가)-REGIME0,A005930(삼성전자-종가)-REGIME1,A005930(삼성전자-종가)-REGIME2,A005935(삼성전자우-종가)-REGIME0,A005935(삼성전자우-종가)-REGIME1,A005935(삼성전자우-종가)-REGIME2,A006400(삼성SDI-종가)-REGIME0,A006400(삼성SDI-종가)-REGIME1,A006400(삼성SDI-종가)-REGIME2,A035420(NAVER-종가)-REGIME0,A035420(NAVER-종가)-REGIME1,A035420(NAVER-종가)-REGIME2,A035720(카카오-종가)-REGIME0,A035720(카카오-종가)-REGIME1,A035720(카카오-종가)-REGIME2,A051910(LG화학-종가)-REGIME0,A051910(LG화학-종가)-REGIME1,A051910(LG화학-종가)-REGIME2
20010116,8.921696930108523e-11,0.006770273336837593,0.9932297265739396,3.620133086989916e-11,0.4236401067818772,0.5763598931822711,3.1792953966446896e-17,1.7134938587191237e-05,0.9999828650614104,4.1676041017396183e-13,0.41885411727748045,0.5811458827222343,1.1194015469609317e-11,0.027732970333220166,0.9722670296555961,2.0685198357928713e-22,1.0000000000000053,1.1995265579356737e-16,2.7653486323081595e-50,0.9989183075345497,0.001081692465469834,0.0013131510248196947,0.9986801786971355,6.670278043862849e-06,1.2514054268841014e-08,0.010064383103105264,0.9899356043828448,4.6801201888975604e-27,0.9999991878626378,8.121373742768403e-07,2.3926128209550685e-11,0.9791709799242272,0.02082902005182921
20010117,7.296166377858897e-11,0.006140900944405134,0.9938590989826273,4.1310367766174197e-11,0.423652360824552,0.5763476391344872,3.1485146704820945e-15,1.4970432257442809e-05,0.999985029567737,4.437105339872851e-13,0.41886120448976366,0.5811387955099243,6.462819394063247e-12,0.02678022578868441,0.9732197742048632,2.688416437707731e-22,1.0000000000000053,1.1988229324735829e-16,2.534379705293294e-50,0.9990047647477805,0.0009952352522389232,0.0011477492079194724,0.9988482963095278,3.954482551636984e-06,1.1770020493041643e-08,0.009482830680176784,0.9905171575498071,4.128248818087165e-27,0.9999992453676813,7.546323306950318e-07,2.4556729779278854e-11,0.9791687231751955,0.020831276800230215
20010118,7.406746961578118e-11,0.0055709636895502485,0.9944290362363765,4.2413799169769135e-11,0.42365649375312153,0.5763435062048141,1.2900337841602531e-15,1.4013684075690985e-05,0.9999859863159205,5.694161880918284e-13,0.4188835731336773,0.5811164268658848,1.1704302996595835e-11,0.025868911096280534,0.9741310888920255,4.821045989503922e-22,1.0000000000000053,1.1981160040902946e-16,3.1022593602321035e-50,0.9990844251601401,0.0009155748398794647,0.0010044691823733773,0.9989931284390771,2.4023785486767397e-06,1.1084153923389092e-08,0.008935941733098718,0.9910640471827517,1.677166061724643e-27,0.9999992381057127,7.618942992540062e-07,2.5260704658524135e-11,0.9791667023881119,0.02083329758661028
20010119,8.305503496399449e-11,0.00505244868342316,0.9949475512335165,5.2761699493234945e-11,0.42367736860032784,0.5763226313472597,1.846296885421937e-16,1.3634758489431607e-05,0.9999863652415079,7.522669197591491e-13,0.4189077247681885,0.5810922752311907,1.9141518704444528e-11,0.02499253626452921,0.9750074637163396,9.163635643561765e-22,1.0000000000000053,1.1974082180564083e-16,3.7030379188944706e-50,0.999157384788114,0.0008426152119056151,0.0008802595288008982,0.9991182238245866,1.51664661149104e-06,1.0442973774233727e-08,0.0084216501523371,0.9915783394046934,1.2478122236996449e-27,0.9999992332053055,7.66794706423562e-07,2.6046587119423297e-11,0.9791648930650175,0.0208351069089187
20010122,8.320120991097327e-11,0.004576553535244329,0.995423446381549,5.905909427629785e-11,0.42368716181743776,0.5763128381238524,2.4814538603352384e-16,1.351099529303968e-05,0.9999864890047042,7.182733464381312e-13,0.41890453468665245,0.5810954653127608,1.5927357035696352e-11,0.024145900955014826,0.9758540990290682,7.797068567264576e-22,1.0000000000000053,1.1967046287058678e-16,3.8395224925820847e-50,0.9992238521554097,0.0007761478446100628,0.0007718960898874104,0.9992270718310013,1.0320791102582475e-06,9.841059073268698e-09,0.007938012971484257,0.9920619771874609,2.7092985038460378e-27,0.9999992506250454,7.493749665046593e-07,2.6923904397942034e-11,0.9791632732715283,0.020836726701530427
20010126,4.6334950015164803e-11,0.004137918753774097,0.9958620811998853,4.059428877061367e-11,0.42365419989525216,0.5763458000645025,1.9563505191310398e-12,1.3472739505074671e-05,0.9999865272585361,6.249748312907946e-13,0.4188928794886141,0.5811071205108924,1.5579942503159276e-11,0.023329036713212646,0.9766709632712176,1.2246845104915864e-22,1.0000000000000053,1.1960058746946882e-16,2.5217840836533395e-50,0.9992843192002901,0.0007156807997294934,0.0006770211525397087,0.9993221939470085,7.849004507037142e-07,9.275310097475258e-09,0.007483203032763229,0.992516787691931,2.200056174654634e-27,0.9999992421080274,7.578919844143305e-07,2.7903292192349726e-11,0.9791618233709234,0.020838176601156024
20010129,4.4720114076378526e-11,0.003741629041014693,0.9962583709142597,5.276096452806709e-11,0.4236767997631641,0.576323200184424,1.2247801760238763e-11,1.3452609407267463e-05,0.9999865473783425,6.446207346190179e-13,0.41889435981409356,0.5811056401853933,1.81342414905714e-11,0.022540792868170272,0.9774592071137057,1.4001196369955026e-22,1.0000000000000053,1.1953002571633398e-16,2.7145154871965283e-50,0.9993399614044148,0.0006600385956048765,0.0005957043003013997,0.9994036669298942,6.287698029539814e-07,8.743362099621314e-09,0.007055502085747102,0.992944489170895,1.1861058942818308e-27,0.9999992172215064,7.827785054475212e-07,2.89966235995577e-11,0.9791605257860889,0.02083947418489711
20010130,3.766106839036813e-11,0.003382617919129348,0.996617382043204,5.276284829825725e-11,0.4236783845636697,0.5763216153839164,9.95865288237157e-12,1.3441128216598575e-05,0.9999865588618224,5.69431586260403e-13,0.41888513717330145,0.5811148628262603,3.839063690542832e-12,0.021778891834614046,0.978221108161557,1.8842274889602096e-22,1.0000000000000053,1.1945883319514054e-16,3.0095472229527594e-50,0.9993910434311611,0.0006089565688586038,0.0005255023311969591,0.9994739601525423,5.375162595493768e-07,8.243142794094682e-09,0.006653294296339709,0.9933466974605217,8.421561104768845e-28,0.9999992059641725,7.940358393595367e-07,3.021715305241544e-11,0.9791593647864325,0.020840635183333116
20010131,4.883798040188221e-11,0.003058337093541974,0.9969416628576148,5.754708131224918e-11,0.42368662921566724,0.5763133707271345,1.8368642573565474e-11,1.3434910613672543e-05,0.9999865650710152,7.182699168955132e-13,0.41890442167017106,0.5810955783292419,1.32041655365956e-11,0.021052323548454058,0.9789476764383519,4.839722151207903e-22,1.0000000000000053,1.1938709113626715e-16,3.4692401141372847e-50,0.9994377889391496,0.0005622110608703612,0.000464837769619447,0.9995346766516681,4.855787113799185e-07,7.772745134869499e-09,0.006275060142354119,0.993724932084905,1.7626181498885588e-27,0.999999227684392,7.723156199662118e-07,3.157967700291009e-11,0.9791583262971805,0.02084167367122282
20010201,4.083614930857013e-11,0.002761017173759601,0.9972389827853989,5.906231220553173e-11,0.4236895113595982,0.5763104885816881,2.950727895206279e-10,1.3431554650423245e-05,0.9999865681502744,8.000506749974563e-13,0.41891331001117504,0.5810866899881559,1.427963179832426e-11,0.020351594385961715,0.9796484055997687,3.1774364691286442e-22,1.0000000000000053,1.1931543842730618e-16,3.2777531023552494e-50,0.9994803803154585,0.000519619684561449,0.0004123147183566008,0.9995872243035242,4.6097811779838524e-07,7.3303872340553926e-09,0.005919370672863053,0.9940806219967538,2.200055387761532e-27,0.9999992391190727,7.608809392024856e-07,3.3100713299232495e-11,0.97915739772875,0.020842602238132293
20010202,3.489389218316248e-11,0.0024892665369179454,0.9975107334281832,6.009255955408633e-11,0.42369066747216366,0.5763093324680924,1.0705784895682896e-09,1.342973053045605e-05,0.9999865691988887,6.249730763519983e-13,0.4188925977400153,0.5811074022594906,1.3975847109262292e-11,0.01967508584171797,0.9803249141443163,3.392695311935498e-22,1.0000000000000053,1.1924359438594043e-16,3.0990882315249346e-50,0.9995192365748503,0.00048076342516955304,0.0003672085533075217,0.9996323489669575,4.42479733606601e-07,6.9143965768946954e-09,0.0055848821096985786,0.9944151109759091,1.990911818118273e-27,0.9999992317605813,7.682394305998874e-07,3.479870143129278e-11,0.9791565678241262,0.02084343214105797
20010205,2.0993953518940728e-11,0.0022414158829625382,0.9977585840960383,5.276378548000324e-11,0.4236791844901927,0.576320815457392,2.3920762274780178e-08,1.3429390878722627e-05,0.9999865466883567,5.43480443879479e-13,0.41888020689403527,0.5811197931055521,7.669089568012e-12,0.01902186491009603,0.9809781350822451,1.4541869346272871e-22,1.0000000000000053,1.1917165676218638e-16,2.53307244897961e-50,0.9995547309363334,0.0004452690636864186,0.0003284220059513432,0.9996711490565482,4.2893749897916226e-07,6.523201210164859e-09,0.005270330770723671,0.9947296627060793,8.970252660975401e-28,0.9999992075460126,7.924539993139382e-07,3.6694226072252005e-11,0.9791558265223933,0.02084417344089495
20010206,2.095366438765501e-11,0.002019095639770107,0.9979809043392707,5.855272603000116e-11,0.4236883302448321,0.5763116696969635,4.109689577024433e-08,1.3452115485595654e-05,0.9999865067876166,5.873756062473395e-13,0.4188860608974049,0.5811139391021385,6.5268375489381754e-12,0.018394373930905226,0.9816056260625781,1.3649211145065518e-22,1.0000000000000053,1.1909911314007004e-16,2.2837247978665982e-50,0.9995873341896273,0.0004126658103924238,0.00029523353596818715,0.9997043553717581,4.110922721181452e-07,6.15532311695019e-09,0.004974528295700949,0.9950254655489802,1.6429368344454282e-27,0.9999992123355792,7.876644326777894e-07,3.88102666260692e-11,0.979155164836767,0.02084483512440501
20010207,1.635043321133657e-11,0.0018188258389217511,0.9981811741447224,5.957613719592838e-11,0.4236906836545211,0.576309316286251,7.003780953223844e-08,1.3492125133722327e-05,0.9999864378370547,5.873834949827051e-13,0.4188869407808875,0.581113059218656,5.920875105593798e-12,0.01779233537363954,0.9822076646204498,9.527827685701515e-23,1.0000000000000053,1.1902593310295146e-16,2.0098574193576014e-50,0.9996173652656116,0.00038263473440816137,0.00026672362045215993,0.999732883542595,3.928369509816292e-07,5.8093724437349e-09,0.0046963571567235135,0.9953036370339083,9.94885627280191e-28,0.9999992002074931,7.997925189518641e-07,4.117247580631515e-11,0.9791545747456467,0.020845425213162953
20010208,1.8242461738971392e-11,0.001639492840204078,0.9983605071415478,6.274827946362066e-11,0.4236962287364511,0.5763037712011487,2.444036908371242e-08,1.3561306731008807e-05,0.9999864142528977,6.648856987890203e-13,0.41889788076168455,0.5811021192377812,5.7281106037004634e-12,0.017215100277052663,0.9827848997172294,1.6169996912954729e-22,1.0000000000000053,1.1895188069366068e-16,2.1425839424204156e-50,0.9996451254078484,0.00035487459217131565,0.00024231151032085558,0.9997573209087736,3.6758090364602404e-07,5.484042197549696e-09,0.004434766436246859,0.9955652280797153,1.2348100774119063e-27,0.9999992029119191,7.970880929693224e-07,4.3809490623458724e-11,0.9791540490953706,0.02084595086080194
