YYYYMM,PRICE_FIRST,PRICE_LAST,PROFIT,VARIANCE,Sharp-Ratio,Sharp-Ratio-Sum
200301,997041851.0,965801832.0,-0.03133270581236614,0.10067343593152812,-0.31123111595869957,-0.31123111595869957
200302,975723482.0,957331535.0,-0.01884954840104996,0.06331647257878453,-0.2977037038441381,-0.6089348198028377
200303,982217012.0,952399435.0,-0.030357422683287835,0.07892560641518921,-0.38463337897706107,-0.9935681987798988
200304,938941964.0,1048808955.0,0.11701148229860137,0.0750871960073975,1.5583413487310611,0.5647731499511623
200305,1041227494.0,1090578660.0,0.047397102251316464,0.0644939303657413,0.7349079515317221,1.2996811014828844
200306,1093575040.0,1138911093.0,0.041456737161813785,0.054199007536505625,0.7648984556385223,2.064579557121407
200307,1148605378.0,1191046540.0,0.03695016827615794,0.046483199067073044,0.7949144856153426,2.8594940427367495
200308,1206888203.0,1216416620.0,0.007895028699688103,0.060366630279185346,0.13078465144028986,2.9902786941770394
200309,1214668745.0,1234280807.0,0.01614601683029228,0.0721498689009326,0.22378442367597395,3.2140631178530135
200310,1251464056.0,1379038338.0,0.10194002887127267,0.06634442602491131,1.536527406733397,4.750590524586411
200311,1388447737.0,1422873185.0,0.0247941979252187,0.07848233362160592,0.31592075287619814,5.066511277462609
200312,1434227410.0,1359656304.0,-0.051993920545696445,0.07215195714332596,-0.7206169119212295,4.345894365541379
200401,1379782445.0,1449475664.0,0.05051029548357531,0.05823205203187684,0.8673967981744047,5.213291163715784
200402,1451843198.0,1525996708.0,0.05107542612187794,0.04322668724912722,1.1815716024574423,6.394862766173226
200403,1545163832.0,1503740676.0,-0.026808261455604665,0.06772828639272538,-0.3958207550115148,5.999042011161711
200404,1516284990.0,1487171317.0,-0.019200660292759346,0.050189453106737496,-0.3825636484208238,5.616478362740887
200405,1475243894.0,1388990083.0,-0.05846749229114247,0.08181669530952629,-0.7146156670096504,4.901862695731237
200406,1406210093.0,1424927838.0,0.013310774181735303,0.08779160948474339,0.15161783978967236,5.053480535520909
200407,1422882642.0,1423656664.0,0.0005439816167214161,0.054415616521897595,0.009996792308739356,5.0634773278296485
200408,1417237778.0,1542721691.0,0.08854118550034869,0.049280451931105404,1.7966796575674713,6.86015698539712
200409,1565514763.0,1599002308.0,0.021390756440921536,0.058959704019103526,0.3628029820840132,7.222959967481134
200410,1606744949.0,1618682855.0,0.007429869941355577,0.07898812173951474,0.09406312971787881,7.317023097199012
200411,1602936220.0,1735009172.0,0.08239438996518526,0.05943911115076017,1.3861982181429628,8.703221315341976
200412,1731946162.0,1755248360.0,0.013454343161043363,0.06051332083949414,0.22233688342323396,8.92555819876521
200501,1760500775.0,1846766975.0,0.049000944063770716,0.05321985526286294,0.920726744215026,9.846284942980235
200502,1828675082.0,1946646970.0,0.06451221934460635,0.037399832551416594,1.7249333738571198,11.571218316837355
200503,1922651147.0,1863507080.0,-0.0307617255955586,0.08577097525081268,-0.35864959568903976,11.212568721148315
200504,1911556330.0,1903609367.0,-0.004157326088318831,0.06958215396391743,-0.05974701631792912,11.152821704830385
200505,1905833710.0,1989392868.0,0.0438438870933813,0.04679560076644632,0.9369232657617363,12.089744970592122
200506,1966210347.0,2099373560.0,0.06772582252106316,0.06275304485987006,1.0792436075778873,13.168988578170008
200507,2129832214.0,2285923350.0,0.07328799657267274,0.047147864763123055,1.5544287517765878,14.723417329946596
200508,2296470336.0,2335098028.0,0.016820461990935988,0.06329690978884162,0.2657390707863784,14.989156400732973
200509,2384016446.0,2518770844.0,0.056524105874393785,0.05773804911489423,0.9789749868741704,15.968131387607144
200510,2534138647.0,2349783660.0,-0.07274857956893785,0.08240635616141571,-0.8828030137194705,15.085328373887673
200511,2418096021.0,2524666470.0,0.044072050106566056,0.05568173911188934,0.791499166683816,15.87682754057149
200512,2553840706.0,2665259587.0,0.043627968157227734,0.0469335668356911,0.9295685603858773,16.806396100957368
200601,2667879855.0,2744088016.0,0.028565064823730602,0.04872258583585995,0.5862797372857547,17.39267583824312
200602,2766340796.0,2842414874.0,0.027499893762185618,0.07702638521545167,0.3570191394191126,17.749694977662234
200603,2852953888.0,2787408970.0,-0.022974404975731597,0.0449799114201255,-0.5107703472588896,17.238924630403343
200604,2813451974.0,2810060076.0,-0.0012056001066823258,0.05789329275580687,-0.020824521275159297,17.218100109128184
200605,2818167780.0,2690456686.0,-0.045317065543911655,0.0761358875752538,-0.5952129407977232,16.62288716833046
200606,2639621116.0,2561836931.0,-0.029467935579281825,0.08518927034885013,-0.3459113507911337,16.276975817539327
200607,2587421018.0,2535827042.0,-0.019940309536435868,0.06679334522154523,-0.29853736880966714,15.97843844872966
200608,2582140104.0,2750079640.0,0.0650388937996991,0.04900611652633642,1.3271586979300123,17.30559714665967
200609,2765201216.0,2772428616.0,0.002613697678917844,0.046978410445477896,0.055636145500308994,17.36123329215998
200610,2772134905.0,2666830488.0,-0.03798675771877704,0.04557530368411688,-0.8334943411910941,16.527738950968885
200611,2657251075.0,2765427248.0,0.040709804962634176,0.02944801459056142,1.3824295297545237,17.91016848072341
200612,2789040224.0,2728716624.0,-0.021628802439243703,0.0466559986164221,-0.463580312942455,17.446588167780956
200701,2792316115.0,2694230060.0,-0.035127131370654284,0.04978120542422423,-0.7056303894473582,16.7409577783336
200702,2720171520.0,2737468627.0,0.006358829534396419,0.05192503211039621,0.12246173523546616,16.863419513569063
200703,2740816022.0,2742747684.0,0.0007047762361628518,0.046635781938051006,0.01511234950663091,16.878531863075693
