Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Rank,Date
003830,대한화섬,KOSPI,,117000.0,3,0.0,0.0,116000.0,117000.0,113500.0,195.0,22425000.0,155376000000.0,1328000,STK,1043,2022-12-29
090350,노루페인트,KOSPI,,7740.0,2,-220.0,-2.76,7940.0,7990.0,7740.0,47110.0,368256160.0,154800000000.0,20000000,STK,1049,2022-12-29
000970,한국주철관,KOSPI,,6780.0,2,-220.0,-3.14,6920.0,6970.0,6770.0,41331.0,282277080.0,154587390000.0,22800500,STK,1051,2022-12-29
024090,디씨엠,KOSPI,,13550.0,2,-400.0,-2.87,13850.0,13900.0,13400.0,17240.0,233861350.0,154470000000.0,11400000,STK,1052,2022-12-29
004310,현대약품,KOSPI,,4790.0,2,-250.0,-4.96,5050.0,5070.0,4750.0,558120.0,2694793780.0,153280000000.0,32000000,STK,1060,2022-12-29
033530,세종공업,KOSPI,,5480.0,2,-60.0,-1.08,5540.0,5570.0,5390.0,35849.0,194888890.0,152458866280.0,27820961,STK,1063,2022-12-29
134380,미원화학,KOSPI,,68700.0,3,0.0,0.0,68700.0,68800.0,68400.0,608.0,41699700.0,151089711600.0,2199268,STK,1070,2022-12-29
109070,컨버즈,KOSPI,,4100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150921943000.0,36810230,STK,1072,2022-12-29
267290,경동도시가스,KOSPI,,25300.0,2,-1550.0,-5.77,26600.0,26600.0,25050.0,78253.0,1996713950.0,149153771800.0,5895406,STK,1078,2022-12-29
019440,세아특수강,KOSPI,,17150.0,2,-700.0,-3.92,17550.0,17550.0,17000.0,35952.0,617446900.0,146975500000.0,8570000,STK,1089,2022-12-29
006490,인스코비,KOSPI,,1290.0,2,-50.0,-3.73,1315.0,1340.0,1285.0,327544.0,428064620.0,144491064330.0,112008577,STK,1101,2022-12-29
017550,수산중공업,KOSPI,,2665.0,2,-125.0,-4.48,2790.0,2805.0,2650.0,418751.0,1130187950.0,143870459395.0,53985163,STK,1105,2022-12-29
400760,NH올원리츠,KOSPI,,3400.0,1,15.0,0.44,3385.0,3440.0,3310.0,176951.0,597137550.0,143480000000.0,42200000,STK,1108,2022-12-29
014580,태경비케이,KOSPI,,5200.0,2,-250.0,-4.59,5420.0,5430.0,5150.0,536616.0,2809516230.0,143432120000.0,27583100,STK,1109,2022-12-29
036580,팜스코,KOSPI,,3900.0,1,10.0,0.26,3870.0,3910.0,3695.0,134699.0,511792005.0,143238977700.0,36727943,STK,1111,2022-12-29
078520,에이블씨엔씨,KOSPI,,5240.0,2,-120.0,-2.24,5380.0,5380.0,5140.0,45094.0,235611020.0,141655325160.0,27033459,STK,1119,2022-12-29
033920,무학,KOSPI,,4935.0,2,-65.0,-1.3,5000.0,5000.0,4930.0,50397.0,250152370.0,140647500000.0,28500000,STK,1121,2022-12-29
004080,신흥,KOSPI,,14800.0,2,-100.0,-0.67,14750.0,14900.0,14700.0,1403.0,20688800.0,140600000000.0,9500000,STK,1123,2022-12-29
100840,SNT에너지,KOSPI,,18650.0,2,-800.0,-4.11,19400.0,19500.0,18550.0,31955.0,602316900.0,140000160150.0,7506711,STK,1125,2022-12-29
013570,디와이,KOSPI,,5300.0,2,-150.0,-2.75,5380.0,5380.0,5210.0,78978.0,415138630.0,139494054900.0,26319633,STK,1130,2022-12-29
007210,벽산,KOSPI,,2020.0,2,-10.0,-0.49,2010.0,2055.0,1980.0,100878.0,202542885.0,138491200000.0,68560000,STK,1135,2022-12-29
004150,한솔홀딩스,KOSPI,,3270.0,2,-70.0,-2.1,3330.0,3330.0,3240.0,127663.0,417851295.0,137368046790.0,42008577,STK,1142,2022-12-29
009070,KCTC,KOSPI,,4550.0,2,-160.0,-3.4,4630.0,4635.0,4460.0,67670.0,305167475.0,136500000000.0,30000000,STK,1148,2022-12-29
007540,샘표,KOSPI,,47400.0,2,-1500.0,-3.07,48650.0,48900.0,47100.0,13710.0,656681550.0,136312920000.0,2875800,STK,1150,2022-12-29
210540,디와이파워,KOSPI,,12250.0,2,-550.0,-4.3,12750.0,12800.0,12100.0,92751.0,1146589750.0,135260923000.0,11041708,STK,1158,2022-12-29
000860,강남제비스코,KOSPI,,20750.0,2,-250.0,-1.19,21000.0,21000.0,20650.0,1543.0,31989750.0,134875000000.0,6500000,STK,1159,2022-12-29
003160,디아이,KOSPI,,4745.0,2,-170.0,-3.46,4915.0,4915.0,4650.0,109022.0,521778370.0,134283500000.0,28300000,STK,1162,2022-12-29
000320,노루홀딩스,KOSPI,,9970.0,2,-380.0,-3.67,10300.0,10300.0,9970.0,51945.0,521377240.0,132512775470.0,13291151,STK,1176,2022-12-29
002700,신일전자,KOSPI,,1860.0,2,-20.0,-1.06,1865.0,1880.0,1840.0,319554.0,591670425.0,132148389060.0,71047521,STK,1180,2022-12-29
092200,디아이씨,KOSPI,,3370.0,2,-30.0,-0.88,3400.0,3430.0,3270.0,134263.0,448078965.0,131054477530.0,38888569,STK,1183,2022-12-29
123690,한국화장품,KOSPI,,8140.0,2,-260.0,-3.1,8330.0,8430.0,8070.0,300875.0,2473495410.0,130793520000.0,16068000,STK,1184,2022-12-29
004090,한국석유,KOSPI,,10300.0,2,-400.0,-3.74,10700.0,10750.0,10300.0,57718.0,604315950.0,130749436000.0,12694120,STK,1185,2022-12-29
063160,종근당바이오,KOSPI,,23800.0,2,-200.0,-0.83,24000.0,24300.0,22900.0,19814.0,465638500.0,130565895600.0,5485962,STK,1186,2022-12-29
000180,성창기업지주,KOSPI,,1860.0,2,-40.0,-2.11,1890.0,1900.0,1845.0,95074.0,176595655.0,129737976000.0,69751600,STK,1190,2022-12-29
003350,한국화장품제조,KOSPI,,28550.0,2,-1150.0,-3.87,29200.0,29650.0,27650.0,359827.0,10315023400.0,129388600000.0,4532000,STK,1194,2022-12-29
008700,아남전자,KOSPI,,1670.0,2,-40.0,-2.34,1710.0,1715.0,1645.0,284381.0,476832730.0,128798449400.0,77124820,STK,1198,2022-12-29
008260,NI스틸,KOSPI,,4475.0,1,5.0,0.11,4410.0,4505.0,4355.0,203257.0,901132795.0,127985523575.0,28600117,STK,1202,2022-12-29
005430,한국공항,KOSPI,,40250.0,2,-450.0,-1.11,40500.0,40550.0,39000.0,13462.0,534812900.0,127445788750.0,3166355,STK,1209,2022-12-29
008040,사조동아원,KOSPI,,902.0,2,-33.0,-3.53,935.0,936.0,896.0,1248504.0,1133280431.0,127312429200.0,141144600,STK,1210,2022-12-29
004140,동방,KOSPI,,2645.0,2,-140.0,-5.03,2750.0,2770.0,2630.0,378898.0,1022035395.0,126885321070.0,47971766,STK,1211,2022-12-29
003650,미창석유,KOSPI,,72900.0,1,100.0,0.14,72700.0,72900.0,72100.0,744.0,53853200.0,126822088800.0,1739672,STK,1213,2022-12-29
017900,광전자,KOSPI,,2185.0,2,-20.0,-0.91,2205.0,2215.0,2165.0,53861.0,117520565.0,126607122155.0,57943763,STK,1215,2022-12-29
014530,극동유화,KOSPI,,3630.0,2,-165.0,-4.35,3800.0,3800.0,3560.0,146921.0,537165595.0,126575994600.0,34869420,STK,1217,2022-12-29
003460,유화증권,KOSPI,,2230.0,2,-20.0,-0.89,2250.0,2250.0,2180.0,8096.0,17895765.0,126446385450.0,56702415,STK,1218,2022-12-29
089470,HDC현대EP,KOSPI,,3955.0,2,-70.0,-1.74,4025.0,4025.0,3915.0,12851.0,50832280.0,126164500000.0,31900000,STK,1220,2022-12-29
120030,조선선재,KOSPI,,99700.0,2,-1800.0,-1.77,101000.0,101500.0,99100.0,8029.0,803402400.0,125387804700.0,1257651,STK,1223,2022-12-29
006890,태경케미컬,KOSPI,,10750.0,2,-50.0,-0.46,10850.0,10900.0,10600.0,35664.0,382412250.0,124700000000.0,11600000,STK,1227,2022-12-29
33626K,두산퓨얼셀1우,KOSPI,,9330.0,2,-490.0,-4.99,9660.0,9830.0,9330.0,12878.0,122269840.0,124687986000.0,13364200,STK,1228,2022-12-29
000500,가온전선,KOSPI,,19500.0,2,-900.0,-4.41,20000.0,20350.0,19100.0,86218.0,1679301800.0,123999057000.0,6358926,STK,1233,2022-12-29
001080,만호제강,KOSPI,,29500.0,2,-1900.0,-6.05,31500.0,32250.0,29500.0,10631.0,318632000.0,122425000000.0,4150000,STK,1243,2022-12-29
034590,인천도시가스,KOSPI,,27900.0,2,-800.0,-2.79,28700.0,28700.0,27250.0,7338.0,204143100.0,122055636600.0,4374754,STK,1247,2022-12-29
002600,조흥,KOSPI,,202500.0,1,1000.0,0.5,201500.0,203000.0,200500.0,53.0,10679000.0,121500000000.0,600000,STK,1251,2022-12-29
091090,세원이앤씨,KOSPI,,560.0,2,-96.0,-14.63,663.0,663.0,489.0,24339894.0,13575472004.0,120473946320.0,215132047,STK,1255,2022-12-29
032560,황금에스티,KOSPI,,6970.0,2,-190.0,-2.65,7160.0,7160.0,6930.0,84210.0,591208470.0,118490000000.0,17000000,STK,1271,2022-12-29
007280,한국특강,KOSPI,,1945.0,1,35.0,1.83,1945.0,1955.0,1880.0,110749.0,211577870.0,117846768110.0,60589598,STK,1278,2022-12-29
000520,삼일제약,KOSPI,,8580.0,1,240.0,2.88,8500.0,8840.0,8160.0,1507417.0,12846148100.0,117669981000.0,13714450,STK,1280,2022-12-29
096775,SK이노베이션우,KOSPI,,93900.0,2,-2300.0,-2.39,96600.0,96600.0,92900.0,4975.0,465613000.0,117227201400.0,1248426,STK,1283,2022-12-29
002450,삼익악기,KOSPI,,1285.0,2,-45.0,-3.38,1310.0,1315.0,1280.0,147905.0,190808740.0,116332225775.0,90530915,STK,1287,2022-12-29
013360,일성건설,KOSPI,,2140.0,2,-70.0,-3.17,2205.0,2205.0,2090.0,157236.0,335629170.0,115613243200.0,54024880,STK,1294,2022-12-29
010040,한국내화,KOSPI,,2815.0,2,-45.0,-1.57,2865.0,2865.0,2700.0,41099.0,115658890.0,115603779530.0,41067062,STK,1295,2022-12-29
003480,한진중공업홀딩스,KOSPI,,3895.0,1,5.0,0.13,3855.0,3925.0,3695.0,35383.0,134048100.0,115018617740.0,29529812,STK,1302,2022-12-29
002200,한국수출포장,KOSPI,,28750.0,2,-50.0,-0.17,28500.0,29100.0,28150.0,8388.0,238612250.0,115000000000.0,4000000,STK,1303,2022-12-29
033180,KH 필룩스,KOSPI,,663.0,2,-27.0,-3.91,685.0,689.0,660.0,1679650.0,1119571140.0,113572630626.0,171301102,STK,1318,2022-12-29
003547,대신증권2우B,KOSPI,,11300.0,2,-400.0,-3.42,11700.0,11700.0,11150.0,29502.0,334769700.0,113000000000.0,10000000,STK,1321,2022-12-29
008970,동양철관,KOSPI,,943.0,2,-30.0,-3.08,971.0,972.0,931.0,488660.0,462856050.0,112108828470.0,118885290,STK,1330,2022-12-29
308170,센트랄모텍,KOSPI,,13000.0,2,-350.0,-2.62,13350.0,13400.0,12950.0,35210.0,459634050.0,111930000000.0,8610000,STK,1332,2022-12-29
001045,CJ우,KOSPI,,49200.0,2,-600.0,-1.2,49800.0,50100.0,49100.0,1055.0,52114100.0,111202971600.0,2260223,STK,1336,2022-12-29
002720,국제약품,KOSPI,,5500.0,2,-240.0,-4.18,6050.0,6100.0,5450.0,5238257.0,30959688280.0,111073319500.0,20195149,STK,1337,2022-12-29
350520,이지스레지던스리츠,KOSPI,,3905.0,2,-75.0,-1.88,3940.0,3980.0,3880.0,31228.0,122136675.0,110740399385.0,28358617,STK,1341,2022-12-29
012800,대창,KOSPI,,1205.0,2,-30.0,-2.43,1225.0,1240.0,1200.0,140917.0,170253480.0,109824301295.0,91140499,STK,1349,2022-12-29
244920,에이플러스에셋,KOSPI,,4840.0,2,-115.0,-2.32,4955.0,4955.0,4835.0,70143.0,341994905.0,109421234120.0,22607693,STK,1354,2022-12-29
008870,금비,KOSPI,,109000.0,2,-6500.0,-5.63,112500.0,122000.0,107000.0,96359.0,10922610500.0,109000000000.0,1000000,STK,1359,2022-12-29
004060,SG세계물산,KOSPI,,534.0,2,-12.0,-2.2,542.0,549.0,530.0,543307.0,291237432.0,108094928640.0,202424960,STK,1364,2022-12-29
396690,미래에셋글로벌리츠,KOSPI,,3700.0,2,-60.0,-1.6,3800.0,3800.0,3690.0,64339.0,238452280.0,107522000000.0,29060000,STK,1368,2022-12-29
000220,유유제약,KOSPI,,6220.0,2,-170.0,-2.66,6390.0,6390.0,6160.0,95016.0,591692620.0,107185223220.0,17232351,STK,1370,2022-12-29
023800,인지컨트롤스,KOSPI,,6990.0,2,-190.0,-2.65,7140.0,7140.0,6940.0,35077.0,245155100.0,107179158870.0,15333213,STK,1371,2022-12-29
023000,삼원강재,KOSPI,,2670.0,2,-35.0,-1.29,2670.0,2750.0,2620.0,60620.0,161244610.0,106800000000.0,40000000,STK,1373,2022-12-29
014990,인디에프,KOSPI,,1510.0,2,-70.0,-4.43,1540.0,1595.0,1500.0,1419769.0,2181847385.0,106776622450.0,70712995,STK,1375,2022-12-29
002460,화성산업,KOSPI,,10500.0,2,-50.0,-0.47,10400.0,10550.0,10100.0,44011.0,454754600.0,106575000000.0,10150000,STK,1377,2022-12-29
264900,크라운제과,KOSPI,,8500.0,2,-260.0,-2.97,8760.0,8760.0,8400.0,36381.0,310645100.0,106452725000.0,12523850,STK,1378,2022-12-29
006370,대구백화점,KOSPI,,9820.0,2,-10.0,-0.1,9810.0,9910.0,9710.0,916.0,8946580.0,106268220020.0,10821611,STK,1380,2022-12-29
004720,팜젠사이언스,KOSPI,,6680.0,2,-360.0,-5.11,6970.0,7040.0,6510.0,166510.0,1128826150.0,105750345200.0,15830890,STK,1386,2022-12-29
214420,토니모리,KOSPI,,4395.0,2,-140.0,-3.09,4510.0,4520.0,4365.0,184592.0,815277305.0,105720841605.0,24054799,STK,1387,2022-12-29
025820,이구산업,KOSPI,,3130.0,1,35.0,1.13,3055.0,3180.0,3035.0,422251.0,1316862685.0,104673460000.0,33442000,STK,1397,2022-12-29
001750,한양증권,KOSPI,,8210.0,2,-400.0,-4.65,8580.0,8610.0,8210.0,28164.0,234831310.0,104501264140.0,12728534,STK,1400,2022-12-29
004540,깨끗한나라,KOSPI,,2800.0,2,-55.0,-1.93,2840.0,2850.0,2755.0,36244.0,101569020.0,104273940400.0,37240693,STK,1401,2022-12-29
012690,모나리자,KOSPI,,2850.0,2,-95.0,-3.23,2920.0,2945.0,2805.0,106739.0,305256630.0,104228076750.0,36571255,STK,1403,2022-12-29
009190,대양금속,KOSPI,,3200.0,1,25.0,0.79,3110.0,3200.0,3050.0,290459.0,905166030.0,103969891200.0,32490591,STK,1405,2022-12-29
012200,계양전기,KOSPI,,3170.0,2,-90.0,-2.76,3215.0,3260.0,3090.0,102470.0,323135135.0,103342000000.0,32600000,STK,1408,2022-12-29
047400,유니온머티리얼,KOSPI,,2460.0,2,-55.0,-2.19,2485.0,2520.0,2400.0,393390.0,963181385.0,103320000000.0,42000000,STK,1409,2022-12-29
011150,CJ씨푸드,KOSPI,,2875.0,1,120.0,4.36,3030.0,3455.0,2875.0,12908812.0,41790598120.0,103300972375.0,35930773,STK,1410,2022-12-29
067830,세이브존I&C,KOSPI,,2500.0,2,-50.0,-1.96,2550.0,2550.0,2500.0,9547.0,23910305.0,102602237500.0,41040895,STK,1416,2022-12-29
009200,무림페이퍼,KOSPI,,2450.0,2,-105.0,-4.11,2535.0,2550.0,2440.0,194678.0,482078215.0,101942809500.0,41609310,STK,1422,2022-12-29
014790,HL D&I,KOSPI,,2680.0,2,-125.0,-4.46,2790.0,2790.0,2650.0,73350.0,197903490.0,101461050680.0,37858601,STK,1426,2022-12-29
005740,크라운해태홀딩스,KOSPI,,6790.0,2,-110.0,-1.59,6850.0,6890.0,6720.0,25994.0,176361730.0,100813486130.0,14847347,STK,1435,2022-12-29
005800,신영와코루,KOSPI,,11150.0,1,450.0,4.21,10700.0,11200.0,10500.0,3502.0,37545400.0,100350000000.0,9000000,STK,1439,2022-12-29
380440,엔에이치스팩19호,KOSPI,,1955.0,1,5.0,0.26,1950.0,1955.0,1945.0,79772.0,155666835.0,100271950000.0,51290000,STK,1441,2022-12-29
092440,기신정기,KOSPI,,3430.0,2,-30.0,-0.87,3440.0,3490.0,3395.0,34250.0,117615030.0,100156000000.0,29200000,STK,1443,2022-12-29
357430,마스턴프리미어리츠,KOSPI,,3715.0,2,-45.0,-1.2,3760.0,3765.0,3660.0,40965.0,151783775.0,98744700000.0,26580000,STK,1454,2022-12-29
004960,한신공영,KOSPI,,8490.0,2,-220.0,-2.53,8700.0,8730.0,8440.0,58231.0,497776540.0,98235259980.0,11570702,STK,1460,2022-12-29
008110,대동전자,KOSPI,,9320.0,2,-330.0,-3.42,9570.0,9670.0,9310.0,50711.0,478333470.0,97770966040.0,10490447,STK,1465,2022-12-29
035000,지투알,KOSPI,,5900.0,2,-40.0,-0.67,5940.0,5950.0,5820.0,10195.0,59982160.0,97747713100.0,16567409,STK,1466,2022-12-29
017180,명문제약,KOSPI,,2870.0,1,45.0,1.59,2840.0,2880.0,2725.0,137341.0,385253860.0,97446412980.0,33953454,STK,1468,2022-12-29
075180,새론오토모티브,KOSPI,,5060.0,1,10.0,0.2,5020.0,5070.0,4965.0,11923.0,59516970.0,97152000000.0,19200000,STK,1471,2022-12-29
016090,대현,KOSPI,,2190.0,2,-135.0,-5.81,2285.0,2295.0,2190.0,523117.0,1165766915.0,96978258900.0,44282310,STK,1475,2022-12-29
002760,보락,KOSPI,,1610.0,2,-35.0,-2.13,1695.0,1700.0,1570.0,1551285.0,2534426630.0,96439000000.0,59900000,STK,1479,2022-12-29
004910,조광페인트,KOSPI,,7520.0,2,-230.0,-2.97,7800.0,7800.0,7410.0,18869.0,142641130.0,96256000000.0,12800000,STK,1481,2022-12-29
013700,까뮤이앤씨,KOSPI,,2130.0,1,5.0,0.24,2120.0,2165.0,2105.0,488699.0,1041828320.0,96174356400.0,45152280,STK,1482,2022-12-29
024890,대원화성,KOSPI,,2325.0,2,-45.0,-1.9,2385.0,2400.0,2320.0,304994.0,716441855.0,95904278400.0,41249152,STK,1484,2022-12-29
010960,삼호개발,KOSPI,,3820.0,2,-125.0,-3.17,3945.0,3945.0,3800.0,39670.0,152525105.0,95500000000.0,25000000,STK,1489,2022-12-29
03473K,SK우,KOSPI,,168000.0,2,-2000.0,-1.18,170000.0,170000.0,168000.0,879.0,148002500.0,95110680000.0,566135,STK,1491,2022-12-29
016880,웅진,KOSPI,,1185.0,1,5.0,0.42,1185.0,1205.0,1175.0,271440.0,322868570.0,94713589800.0,79927080,STK,1493,2022-12-29
011690,와이투솔루션,KOSPI,,594.0,2,-1.0,-0.17,591.0,598.0,585.0,222405.0,131053855.0,94585968378.0,159235637,STK,1494,2022-12-29
227840,현대코퍼레이션홀딩스,KOSPI,,10350.0,2,-250.0,-2.36,10550.0,10550.0,10250.0,19270.0,199489650.0,94193652600.0,9100836,STK,1498,2022-12-29
058850,KTcs,KOSPI,,2185.0,2,-80.0,-3.53,2265.0,2265.0,2170.0,112937.0,248889075.0,93266725000.0,42685000,STK,1503,2022-12-29
019175,신풍제약우,KOSPI,,41550.0,2,-550.0,-1.31,42200.0,42200.0,41200.0,3355.0,139325200.0,91410000000.0,2200000,STK,1513,2022-12-29
002360,SH에너지화학,KOSPI,,821.0,2,-22.0,-2.61,840.0,845.0,821.0,1047229.0,870348382.0,91240792330.0,111133730,STK,1515,2022-12-29
093230,이아이디,KOSPI,,862.0,2,-36.0,-4.01,862.0,890.0,858.0,535076.0,463173239.0,90981746740.0,105547270,STK,1520,2022-12-29
000300,대유플러스,KOSPI,,750.0,2,-31.0,-3.97,777.0,785.0,745.0,582871.0,441837093.0,90749080500.0,120998774,STK,1523,2022-12-29
009470,삼화전기,KOSPI,,13700.0,2,-500.0,-3.52,14200.0,14200.0,13550.0,8467.0,116375900.0,90609334000.0,6613820,STK,1524,2022-12-29
003560,IHQ,KOSPI,,423.0,2,-11.0,-2.53,432.0,438.0,412.0,1929358.0,817105476.0,90562459104.0,214095648,STK,1525,2022-12-29
004770,써니전자,KOSPI,,2595.0,1,15.0,0.58,2580.0,2600.0,2535.0,277458.0,711992925.0,90422803545.0,34845011,STK,1527,2022-12-29
017040,광명전기,KOSPI,,2085.0,2,-85.0,-3.92,2175.0,2175.0,2075.0,251163.0,529165920.0,90358927275.0,43337615,STK,1529,2022-12-29
069640,한세엠케이,KOSPI,,2965.0,2,-25.0,-0.84,3005.0,3005.0,2900.0,4704.0,13971325.0,89265778430.0,30106502,STK,1539,2022-12-29
446070,유니드비티플러스,KOSPI,,8400.0,1,50.0,0.6,8230.0,8710.0,8230.0,833630.0,7079490360.0,89134206000.0,10611215,STK,1542,2022-12-29
002795,아모레G우,KOSPI,,13800.0,2,-100.0,-0.72,13800.0,13800.0,13400.0,6373.0,86829400.0,88924026000.0,6443770,STK,1545,2022-12-29
011330,유니켐,KOSPI,,1215.0,2,-10.0,-0.82,1225.0,1225.0,1190.0,83614.0,100919650.0,88599477915.0,72921381,STK,1549,2022-12-29
155660,DSR,KOSPI,,5530.0,2,-270.0,-4.66,5800.0,5800.0,5530.0,24059.0,135235800.0,88480000000.0,16000000,STK,1553,2022-12-29
058730,다스코,KOSPI,,4550.0,2,-235.0,-4.91,4785.0,4815.0,4500.0,319263.0,1476679260.0,88256081550.0,19396941,STK,1556,2022-12-29
002140,고려산업,KOSPI,,3470.0,2,-95.0,-2.66,3550.0,3560.0,3405.0,267098.0,921910850.0,86539804750.0,24939425,STK,1571,2022-12-29
001560,제일연마,KOSPI,,8650.0,2,-180.0,-2.04,8830.0,8830.0,8470.0,6885.0,59106750.0,86500000000.0,10000000,STK,1572,2022-12-29
000650,천일고속,KOSPI,,60500.0,3,0.0,0.0,60000.0,60500.0,59800.0,1114.0,67227900.0,86467810000.0,1429220,STK,1573,2022-12-29
001260,남광토건,KOSPI,,8780.0,2,-220.0,-2.44,8920.0,9000.0,8680.0,31544.0,277531810.0,86298742920.0,9829014,STK,1578,2022-12-29
163560,동일고무벨트,KOSPI,,6200.0,2,-410.0,-6.2,6520.0,6550.0,6180.0,58087.0,364044740.0,86180000000.0,13900000,STK,1579,2022-12-29
007590,동방아그로,KOSPI,,6310.0,2,-180.0,-2.77,6460.0,6460.0,6310.0,11412.0,72469680.0,85926910870.0,13617577,STK,1582,2022-12-29
000890,보해양조,KOSPI,,617.0,2,-3.0,-0.48,616.0,622.0,614.0,212674.0,131315414.0,85837119593.0,139120129,STK,1583,2022-12-29
005870,휴니드,KOSPI,,6050.0,2,-300.0,-4.72,6320.0,6320.0,6030.0,234080.0,1438007430.0,85401890750.0,14116015,STK,1586,2022-12-29
044820,코스맥스비티아이,KOSPI,,8870.0,2,-310.0,-3.38,9100.0,9120.0,8830.0,14525.0,129476840.0,85186779270.0,9603921,STK,1591,2022-12-29
078000,텔코웨어,KOSPI,,8750.0,2,-20.0,-0.23,8770.0,8770.0,8690.0,351.0,3069600.0,84898677500.0,9702706,STK,1596,2022-12-29
013870,지엠비코리아,KOSPI,,4450.0,2,-80.0,-1.77,4535.0,4535.0,4440.0,14195.0,63509520.0,84871646000.0,19072280,STK,1597,2022-12-29
009810,플레이그램,KOSPI,,800.0,1,12.0,1.52,788.0,823.0,762.0,358539.0,283534628.0,84412521600.0,105515652,STK,1604,2022-12-29
058860,KTis,KOSPI,,2415.0,2,-30.0,-1.23,2440.0,2445.0,2380.0,83626.0,201386655.0,84046830000.0,34802000,STK,1611,2022-12-29
002410,범양건영,KOSPI,,3380.0,2,-140.0,-3.98,3485.0,3510.0,3340.0,246124.0,836455625.0,83932099160.0,24831982,STK,1614,2022-12-29
007980,태평양물산,KOSPI,,1715.0,2,-65.0,-3.65,1755.0,1775.0,1695.0,729788.0,1257794890.0,83410861765.0,48636071,STK,1619,2022-12-29
129260,인터지스,KOSPI,,2800.0,2,-115.0,-3.95,2900.0,2900.0,2780.0,142937.0,403101425.0,83294047200.0,29747874,STK,1620,2022-12-29
102280,쌍방울,KOSPI,,317.0,2,-14.0,-4.23,332.0,332.0,315.0,1971433.0,631010993.0,83241704893.0,262592129,STK,1621,2022-12-29
025750,한솔홈데코,KOSPI,,1025.0,2,-25.0,-2.38,1040.0,1055.0,1025.0,270181.0,278782195.0,82579277725.0,80565149,STK,1628,2022-12-29
001290,상상인증권,KOSPI,,760.0,1,4.0,0.53,753.0,761.0,745.0,226672.0,170430519.0,82336211200.0,108337120,STK,1630,2022-12-29
010100,한국프랜지,KOSPI,,2700.0,2,-75.0,-2.7,2765.0,2765.0,2640.0,40597.0,108865730.0,82216134000.0,30450420,STK,1631,2022-12-29
002880,대유에이텍,KOSPI,,711.0,1,2.0,0.28,696.0,750.0,688.0,343988.0,245910404.0,82007542008.0,115341128,STK,1638,2022-12-29
003720,삼영화학,KOSPI,,2410.0,2,-90.0,-3.6,2460.0,2485.0,2410.0,89947.0,217823370.0,81940000000.0,34000000,STK,1639,2022-12-29
004840,DRB동일,KOSPI,,4080.0,2,-70.0,-1.69,4180.0,4185.0,4080.0,3353.0,13736555.0,81314400000.0,19930000,STK,1645,2022-12-29
003780,진양산업,KOSPI,,6240.0,2,-90.0,-1.42,6250.0,6340.0,6210.0,29732.0,185861250.0,81120000000.0,13000000,STK,1646,2022-12-29
016740,두올,KOSPI,,2445.0,2,-45.0,-1.81,2480.0,2480.0,2360.0,75280.0,181568490.0,80848032600.0,33066680,STK,1649,2022-12-29
28513K,SK케미칼우,KOSPI,,37700.0,2,-1400.0,-3.58,39050.0,39050.0,37650.0,8567.0,325392700.0,79751673300.0,2115429,STK,1661,2022-12-29
009460,한창제지,KOSPI,,1335.0,2,-75.0,-5.32,1390.0,1405.0,1325.0,379712.0,509051505.0,79656093810.0,59667486,STK,1663,2022-12-29
001550,조비,KOSPI,,15300.0,1,450.0,3.03,14800.0,15550.0,14800.0,22704.0,341641150.0,79441256700.0,5192239,STK,1664,2022-12-29
004450,삼화왕관,KOSPI,,36850.0,2,-1000.0,-2.64,37700.0,39400.0,36850.0,22091.0,835796550.0,79388866150.0,2154379,STK,1666,2022-12-29
015590,큐로,KOSPI,,343.0,2,-2.0,-0.58,345.0,348.0,343.0,146348.0,50553027.0,79305591834.0,231211638,STK,1667,2022-12-29
006660,삼성공조,KOSPI,,9750.0,3,0.0,0.0,9700.0,9750.0,9380.0,8164.0,78180520.0,79231561500.0,8126314,STK,1668,2022-12-29
006340,대원전선,KOSPI,,1100.0,2,-30.0,-2.65,1130.0,1140.0,1090.0,185831.0,205084635.0,79160987400.0,71964534,STK,1670,2022-12-29
111110,호전실업,KOSPI,,8110.0,2,-380.0,-4.48,8480.0,8480.0,8010.0,57958.0,473340000.0,79072370240.0,9749984,STK,1671,2022-12-29
007110,일신석재,KOSPI,,1020.0,2,-50.0,-4.67,1060.0,1070.0,1020.0,522887.0,542462665.0,79005742200.0,77456610,STK,1673,2022-12-29
134790,시디즈,KOSPI,,39250.0,2,-850.0,-2.12,39750.0,40100.0,39200.0,4690.0,184963050.0,78500000000.0,2000000,STK,1677,2022-12-29
006380,카프로,KOSPI,,1960.0,2,-40.0,-2.0,2010.0,2030.0,1960.0,59556.0,117946310.0,78400000000.0,40000000,STK,1680,2022-12-29
004830,덕성,KOSPI,,5000.0,2,-90.0,-1.77,5070.0,5070.0,4960.0,70745.0,353631030.0,78400000000.0,15680000,STK,1681,2022-12-29
008250,이건산업,KOSPI,,7140.0,2,-270.0,-3.64,7400.0,7400.0,7100.0,47838.0,343572640.0,78201813900.0,10952635,STK,1684,2022-12-29
024900,덕양산업,KOSPI,,2395.0,2,-5.0,-0.21,2330.0,2395.0,2280.0,74160.0,172380735.0,77993127100.0,32564980,STK,1687,2022-12-29
