기준일자,KOSPI지수-종가,A005930-삼성전자-시가,A005930-삼성전자-종가,A000660-SK하이닉스-시가,A000660-SK하이닉스-종가,A006400-삼성SDI-시가,A006400-삼성SDI-종가,A005380-현대차-시가,A005380-현대차-종가,A000270-기아-시가,A000270-기아-종가,A005490-POSCO홀딩스-시가,A005490-POSCO홀딩스-종가,A012330-현대모비스-시가,A012330-현대모비스-종가,A015760-한국전력-시가,A015760-한국전력-종가,A033780-KT&G-시가,A033780-KT&G-종가,A003550-LG-시가,A003550-LG-종가
20010102,520.95,3160.0,3350.0,76556.0,89118.0,47500.0,47500.0,11900.0,11700.0,7280.0,6800.0,76000.0,76500.0,4500.0,4495.0,24000.0,24300.0,18200.0,18200.0,12899.0,13017.0
20010103,521.43,3229.0,3370.0,86174.0,89511.0,47100.0,47600.0,11500.0,11900.0,6800.0,6680.0,76200.0,77300.0,4520.0,4440.0,23900.0,23900.0,18200.0,18000.0,12899.0,13603.0
20010104,558.02,3790.0,3780.0,102859.0,102859.0,50400.0,49400.0,12900.0,12750.0,6680.0,6900.0,88000.0,83500.0,4600.0,4500.0,25000.0,25050.0,18400.0,18050.0,14600.0,14659.0
20010105,580.85,3760.0,3900.0,105019.0,118170.0,49400.0,51500.0,13200.0,13650.0,6900.0,6900.0,83500.0,86500.0,4505.0,4720.0,25050.0,26000.0,18050.0,17600.0,14190.0,15831.0
20010108,586.65,3820.0,3880.0,117778.0,120525.0,50900.0,51500.0,13400.0,14150.0,6900.0,7140.0,84000.0,86200.0,4560.0,4720.0,25650.0,25850.0,17700.0,17750.0,15596.0,16066.0
20010109,589.92,3830.0,3840.0,117778.0,116207.0,51000.0,52900.0,13850.0,13700.0,7140.0,7500.0,87000.0,89300.0,4820.0,5120.0,25000.0,25000.0,17800.0,17950.0,16300.0,16945.0
20010110,560.81,3780.0,3710.0,107963.0,98933.0,52000.0,48000.0,13300.0,12100.0,7450.0,7350.0,92000.0,93000.0,5090.0,4660.0,24900.0,23150.0,17800.0,17550.0,16652.0,15597.0
20010111,561.79,3789.0,3640.0,96185.0,103644.0,51900.0,52500.0,12450.0,12100.0,7350.0,6710.0,93000.0,92400.0,4680.0,4700.0,23600.0,23000.0,17450.0,16600.0,16066.0,15655.0
20010112,587.87,3800.0,3840.0,111693.0,104429.0,53900.0,57400.0,12500.0,13100.0,6710.0,7290.0,97000.0,98000.0,4700.0,4795.0,23500.0,23750.0,17200.0,17450.0,16301.0,15949.0
20010115,599.0,3860.0,3920.0,107963.0,117777.0,58600.0,59900.0,13300.0,13100.0,7280.0,7000.0,99100.0,97000.0,4830.0,4850.0,24050.0,23600.0,17200.0,17100.0,15949.0,16887.0
20010116,603.42,3960.0,4140.0,121704.0,131518.0,60100.0,60100.0,13100.0,13600.0,7000.0,6970.0,93400.0,93500.0,4890.0,4850.0,23800.0,23350.0,17000.0,17000.0,16886.0,17004.0
20010117,595.83,4059.0,4220.0,131519.0,122685.0,59200.0,60300.0,13500.0,13800.0,7000.0,7120.0,93000.0,89500.0,4800.0,4800.0,23250.0,23600.0,17100.0,17250.0,16770.0,16770.0
20010118,604.05,4240.0,4400.0,125433.0,126611.0,61000.0,60500.0,14100.0,14600.0,7120.0,7150.0,89000.0,94400.0,4700.0,4795.0,23900.0,23700.0,17050.0,17150.0,17004.0,17590.0
20010119,619.78,4699.0,4600.0,137604.0,133088.0,61000.0,62000.0,15450.0,15500.0,7160.0,7400.0,100000.0,98600.0,4900.0,5050.0,24250.0,24100.0,17150.0,17050.0,18529.0,19115.0
20010122,627.45,4600.0,4550.0,132500.0,134855.0,62500.0,62800.0,15800.0,15350.0,7400.0,7530.0,99000.0,97400.0,5320.0,5800.0,24300.0,24200.0,17150.0,17250.0,19701.0,19643.0
20010126,591.73,4450.0,3980.0,130733.0,116011.0,61500.0,58000.0,15200.0,14900.0,7530.0,7100.0,97000.0,97500.0,5900.0,6050.0,24500.0,24200.0,17200.0,16900.0,18762.0,16945.0
20010129,596.54,4000.0,4020.0,116207.0,112674.0,56000.0,59700.0,15000.0,15000.0,7250.0,7400.0,99400.0,99000.0,6140.0,5900.0,24400.0,24450.0,17100.0,17000.0,17004.0,16770.0
20010130,591.34,4100.0,4110.0,115815.0,114833.0,61000.0,60000.0,15100.0,14600.0,7410.0,7400.0,99000.0,87100.0,5980.0,5840.0,24900.0,24900.0,17000.0,16700.0,16887.0,17414.0
20010131,617.91,4090.0,4400.0,111889.0,114833.0,60800.0,60500.0,14900.0,15350.0,7450.0,7500.0,95000.0,97000.0,5760.0,6200.0,25150.0,26100.0,16750.0,16850.0,17062.0,17825.0
20010201,612.3,4270.0,4270.0,107963.0,108551.0,60000.0,59000.0,15100.0,15700.0,7500.0,7530.0,95000.0,97900.0,5800.0,5910.0,25900.0,25500.0,16850.0,16900.0,17532.0,17590.0
20010202,608.48,4290.0,4290.0,109926.0,106000.0,59900.0,59500.0,15400.0,14900.0,7540.0,7550.0,97500.0,98000.0,5960.0,5780.0,25900.0,25500.0,16900.0,16700.0,17532.0,17180.0
20010205,579.16,4170.0,4030.0,98737.0,96774.0,57500.0,58900.0,14500.0,14450.0,7550.0,7400.0,97000.0,93500.0,5600.0,5560.0,25000.0,24000.0,16550.0,16000.0,16417.0,16418.0
20010206,586.58,3980.0,4010.0,94517.0,95596.0,58900.0,60000.0,14100.0,14700.0,7420.0,7520.0,93500.0,92500.0,5560.0,5780.0,24300.0,25100.0,16000.0,16250.0,16417.0,16652.0
20010207,576.19,3960.0,3900.0,96381.0,94320.0,60000.0,59900.0,14200.0,14700.0,7540.0,7540.0,92700.0,92000.0,5740.0,5700.0,25100.0,24800.0,16250.0,15750.0,16653.0,16535.0
20010208,591.57,3920.0,4060.0,94222.0,98933.0,59900.0,61600.0,14500.0,15100.0,7550.0,7600.0,91000.0,92000.0,5870.0,5820.0,25050.0,25600.0,15550.0,16000.0,16594.0,16887.0
20010209,595.47,4040.0,4070.0,96283.0,95203.0,61000.0,63800.0,15000.0,15500.0,7600.0,7750.0,91800.0,92900.0,5750.0,5850.0,25500.0,25800.0,15900.0,15750.0,16887.0,17708.0
20010212,599.2,3840.0,3970.0,94222.0,94811.0,63200.0,65600.0,15500.0,15800.0,7750.0,7770.0,91400.0,95800.0,5810.0,5970.0,25750.0,26250.0,15750.0,16200.0,17473.0,17825.0
20010213,598.78,4040.0,3980.0,97363.0,93338.0,65900.0,65300.0,15800.0,16300.0,7850.0,7920.0,95800.0,95900.0,6050.0,6010.0,26500.0,26800.0,16200.0,16200.0,17942.0,17532.0
20010214,603.83,3920.0,3980.0,92259.0,91474.0,65300.0,66500.0,16300.0,17050.0,7940.0,7950.0,93900.0,96700.0,6100.0,6890.0,26500.0,26850.0,16000.0,15800.0,17297.0,17356.0
20010215,603.63,4200.0,4130.0,96185.0,91375.0,68000.0,67500.0,17150.0,16500.0,7960.0,7870.0,97000.0,95700.0,6990.0,6900.0,26850.0,26500.0,15800.0,15700.0,17649.0,17356.0
20010216,604.92,4150.0,4250.0,91278.0,87548.0,67700.0,66000.0,16700.0,16900.0,7900.0,7800.0,96200.0,96000.0,6800.0,6720.0,26500.0,26050.0,15700.0,15300.0,17356.0,17004.0
20010219,596.67,4180.0,4190.0,85389.0,82444.0,66000.0,65900.0,16500.0,16700.0,7800.0,7790.0,93000.0,95600.0,6520.0,6600.0,25750.0,25600.0,15100.0,15000.0,16536.0,16711.0
20010220,608.74,4190.0,4240.0,82444.0,84211.0,65900.0,67900.0,16300.0,17000.0,7800.0,7980.0,93800.0,98000.0,6650.0,7010.0,25450.0,26350.0,14750.0,14950.0,16535.0,17004.0
20010221,594.53,4160.0,4160.0,80678.0,80088.0,67100.0,66100.0,16900.0,17200.0,7980.0,8000.0,98100.0,97000.0,6850.0,7200.0,25600.0,25750.0,15000.0,15000.0,16770.0,16594.0
20010222,583.41,4080.0,4010.0,78519.0,75966.0,65200.0,67800.0,17000.0,17350.0,8000.0,7970.0,96500.0,97000.0,7190.0,7400.0,26000.0,24800.0,15000.0,14950.0,16594.0,16770.0
20010223,583.52,3920.0,3840.0,74887.0,78518.0,67800.0,69400.0,17150.0,17350.0,7970.0,7810.0,98000.0,99000.0,7200.0,6960.0,24500.0,25000.0,14950.0,15100.0,16536.0,16652.0
20010226,585.32,3850.0,3840.0,78911.0,77340.0,69900.0,69400.0,17350.0,17500.0,7810.0,7900.0,99000.0,97500.0,6760.0,6870.0,25450.0,25200.0,15150.0,15250.0,16476.0,16535.0
20010227,577.57,3840.0,3790.0,78420.0,75181.0,70000.0,68300.0,17200.0,16500.0,7900.0,7900.0,100000.0,99500.0,7020.0,6980.0,25700.0,25050.0,15200.0,14650.0,17004.0,16535.0
20010228,578.1,3700.0,3740.0,73611.0,73611.0,67600.0,64100.0,16500.0,16000.0,7900.0,7900.0,99500.0,101000.0,6850.0,6980.0,24850.0,25700.0,14800.0,14650.0,16535.0,16418.0
20010302,559.44,3700.0,3610.0,74200.0,66250.0,64000.0,62000.0,15600.0,16400.0,7710.0,7590.0,102500.0,102000.0,6800.0,6900.0,25700.0,25600.0,14600.0,14500.0,16183.0,15773.0
20010305,565.38,3529.0,3720.0,60950.0,67918.0,61000.0,63500.0,16400.0,17500.0,7590.0,7510.0,99800.0,103000.0,6500.0,6800.0,25200.0,25250.0,14150.0,14500.0,15304.0,14835.0
20010306,568.15,3820.0,3800.0,70470.0,69096.0,62600.0,63000.0,17600.0,17450.0,7520.0,7620.0,105000.0,104000.0,6810.0,6800.0,25750.0,25100.0,14350.0,14350.0,15010.0,14424.0
20010307,568.64,3960.0,4000.0,71648.0,67918.0,63200.0,64500.0,17050.0,16800.0,7630.0,7630.0,104000.0,99400.0,6800.0,6800.0,25300.0,24150.0,14350.0,14200.0,14424.0,14014.0
20010308,579.28,3950.0,4010.0,68017.0,68016.0,65700.0,65400.0,16950.0,17350.0,7640.0,8000.0,99900.0,101000.0,6830.0,7100.0,24350.0,24900.0,14400.0,14950.0,14189.0,14424.0
20010309,565.76,3940.0,3840.0,67035.0,65464.0,64900.0,64400.0,17500.0,17300.0,7890.0,7590.0,101000.0,101500.0,6900.0,6980.0,24400.0,24050.0,14900.0,14450.0,14131.0,14014.0
20010312,545.05,3700.0,3670.0,65857.0,66937.0,61500.0,61700.0,17050.0,17200.0,7590.0,7460.0,99500.0,98000.0,6860.0,6860.0,23600.0,23500.0,14200.0,14150.0,13544.0,13603.0
20010313,527.97,3570.0,3640.0,65956.0,58888.0,58700.0,60000.0,16750.0,16300.0,7460.0,7200.0,95000.0,92000.0,6600.0,6570.0,23100.0,23000.0,13800.0,13850.0,13134.0,12958.0
20010314,543.28,3790.0,3900.0,64778.0,61833.0,61000.0,60100.0,16600.0,16500.0,7250.0,7360.0,92600.0,92100.0,6700.0,6600.0,23300.0,23000.0,13800.0,14000.0,13369.0,13779.0
20010315,541.83,3790.0,3920.0,57515.0,62127.0,59500.0,62500.0,15900.0,16900.0,7360.0,7730.0,89900.0,90700.0,6320.0,6570.0,22500.0,23350.0,13900.0,14400.0,12899.0,14014.0
20010316,538.67,3879.0,3890.0,62030.0,61637.0,62000.0,62600.0,16550.0,16850.0,7800.0,7730.0,91000.0,92600.0,6410.0,6450.0,23350.0,23000.0,14300.0,14350.0,13956.0,14307.0
20010319,534.33,3810.0,3800.0,60852.0,61048.0,62000.0,61200.0,16700.0,16200.0,7730.0,7730.0,91000.0,92000.0,6300.0,6250.0,22500.0,22200.0,14200.0,14650.0,14306.0,14424.0
20010320,531.59,3899.0,3820.0,62815.0,60557.0,62900.0,62900.0,16200.0,15650.0,7730.0,7800.0,93000.0,92100.0,6330.0,6280.0,22300.0,21250.0,14750.0,15350.0,14658.0,14014.0
20010321,532.59,3720.0,3870.0,58889.0,58692.0,62400.0,65000.0,15200.0,15700.0,7800.0,7950.0,89900.0,90900.0,6100.0,6330.0,20950.0,21250.0,15000.0,15600.0,13720.0,13838.0
20010322,527.05,3979.0,3980.0,58693.0,58888.0,64000.0,65000.0,15700.0,15900.0,7950.0,7900.0,90100.0,89500.0,6330.0,6370.0,20700.0,19900.0,15600.0,15300.0,13778.0,13603.0
20010323,537.97,4090.0,4300.0,60852.0,59575.0,65000.0,65000.0,16100.0,17000.0,7900.0,7930.0,90000.0,90000.0,6280.0,6560.0,19900.0,20200.0,15300.0,15300.0,13837.0,14424.0
20010326,545.98,4400.0,4340.0,61637.0,68507.0,66500.0,67100.0,17400.0,17000.0,7930.0,7580.0,91000.0,91000.0,6600.0,6700.0,20450.0,20450.0,15300.0,14950.0,14600.0,13896.0
20010327,532.9,4300.0,4150.0,68900.0,61833.0,66800.0,64000.0,17000.0,16000.0,7580.0,7470.0,91500.0,91500.0,6700.0,6680.0,20550.0,20000.0,15200.0,15000.0,14073.0,14072.0
20010328,528.79,4260.0,4150.0,64974.0,59674.0,64000.0,62300.0,16500.0,16750.0,7440.0,7480.0,92000.0,91300.0,6750.0,6490.0,20500.0,20700.0,14850.0,15400.0,14307.0,14893.0
20010329,523.8,4090.0,4090.0,61441.0,63992.0,60700.0,58200.0,16350.0,17000.0,7480.0,7300.0,91000.0,91100.0,6400.0,6450.0,20600.0,20200.0,15300.0,15400.0,14894.0,14893.0
20010330,523.22,4110.0,4160.0,62913.0,61931.0,55600.0,54000.0,17300.0,17200.0,7400.0,7300.0,91000.0,90000.0,6410.0,6360.0,20100.0,20200.0,15300.0,14900.0,14894.0,14893.0
20010402,515.2,4040.0,3990.0,62030.0,60655.0,54000.0,55100.0,17050.0,17400.0,7350.0,7580.0,90500.0,92100.0,6350.0,6600.0,20200.0,19600.0,15200.0,15450.0,14894.0,14893.0
20010403,503.26,3810.0,3800.0,58300.0,57514.0,54000.0,55400.0,17300.0,17500.0,7430.0,7790.0,90000.0,90000.0,6500.0,7050.0,19400.0,19000.0,15150.0,15800.0,14894.0,14893.0
20010404,493.69,3700.0,3660.0,55650.0,54177.0,54000.0,53800.0,17400.0,17000.0,7750.0,7700.0,90000.0,91000.0,6990.0,7000.0,18650.0,18600.0,15800.0,16000.0,14894.0,14893.0
20010406,506.22,3960.0,3840.0,58889.0,58103.0,58800.0,54000.0,17500.0,17150.0,7900.0,7320.0,96000.0,92800.0,7420.0,7100.0,19800.0,20200.0,16300.0,15650.0,14894.0,14893.0
20010409,497.46,3790.0,3710.0,56926.0,54962.0,53800.0,52900.0,17000.0,17250.0,7330.0,7310.0,92800.0,93700.0,7100.0,7200.0,19700.0,19600.0,15500.0,15300.0,14894.0,14893.0
20010410,491.21,3709.0,3640.0,55257.0,51625.0,54700.0,51500.0,17250.0,17450.0,7350.0,7120.0,93700.0,93000.0,7290.0,7480.0,19900.0,19800.0,15400.0,15100.0,14894.0,14893.0
20010411,507.53,3780.0,3720.0,53981.0,50448.0,52600.0,51400.0,17800.0,18400.0,7200.0,7100.0,95000.0,92500.0,7580.0,7720.0,20400.0,20800.0,15100.0,14700.0,14894.0,14893.0
20010412,514.21,3940.0,4010.0,52902.0,51429.0,51800.0,53100.0,18200.0,17700.0,7100.0,6850.0,91500.0,86700.0,7810.0,7770.0,21150.0,20700.0,14700.0,14450.0,14894.0,14893.0
20010413,516.1,4100.0,4060.0,51920.0,50350.0,53500.0,52700.0,18000.0,17700.0,6950.0,6930.0,86500.0,86000.0,7800.0,7990.0,20700.0,20550.0,14600.0,14400.0,14894.0,14893.0
20010416,508.35,4060.0,3940.0,49859.0,49172.0,53000.0,52600.0,17950.0,18300.0,6850.0,6940.0,86000.0,85000.0,8010.0,8050.0,20400.0,20450.0,14500.0,14500.0,14894.0,14893.0
20010417,513.97,3920.0,3970.0,48191.0,47700.0,52700.0,52400.0,18000.0,17600.0,6950.0,7000.0,83500.0,85000.0,8000.0,7590.0,20550.0,21100.0,14500.0,14600.0,14894.0,14893.0
20010418,540.0,4110.0,4280.0,51037.0,54766.0,52700.0,54800.0,17950.0,18200.0,7070.0,7400.0,84500.0,89400.0,7700.0,7950.0,21400.0,22000.0,14600.0,15250.0,14894.0,14893.0
20010419,563.31,4620.0,4700.0,60852.0,62912.0,57400.0,57200.0,18800.0,18100.0,8000.0,7400.0,90900.0,87800.0,8200.0,7890.0,22950.0,22900.0,15500.0,15200.0,14894.0,14893.0
20010420,556.29,4720.0,4490.0,64876.0,64483.0,57000.0,57000.0,18200.0,17700.0,7380.0,7700.0,88500.0,88700.0,7850.0,7950.0,23250.0,22800.0,15000.0,15400.0,14894.0,14893.0
20010423,560.94,4490.0,4540.0,66741.0,66838.0,57700.0,56900.0,18000.0,17900.0,7680.0,7660.0,90000.0,90600.0,8100.0,8360.0,23100.0,22900.0,15400.0,15400.0,14894.0,14893.0
20010424,555.64,4410.0,4400.0,62913.0,60459.0,56000.0,54800.0,17600.0,17600.0,7510.0,7660.0,86000.0,91300.0,8400.0,8610.0,22900.0,22900.0,15200.0,15500.0,14894.0,14893.0
20010425,566.34,4340.0,4520.0,59380.0,63403.0,54800.0,54800.0,17500.0,18400.0,7660.0,7870.0,92500.0,94000.0,8650.0,8600.0,22900.0,23200.0,15400.0,15800.0,14894.0,12662.0
20010426,561.62,4600.0,4470.0,64680.0,60753.0,55900.0,54900.0,18450.0,18450.0,7820.0,7650.0,95200.0,95000.0,8600.0,9350.0,23200.0,22800.0,16000.0,15200.0,10782.0,10781.0
20010427,556.63,4410.0,4340.0,60263.0,60361.0,54000.0,53800.0,18650.0,19000.0,7730.0,7520.0,97000.0,95400.0,9250.0,9900.0,22400.0,22800.0,15400.0,15100.0,9176.0,9177.0
20010430,577.36,4460.0,4580.0,62815.0,66446.0,54000.0,54700.0,19500.0,20600.0,7730.0,7820.0,97500.0,98000.0,10100.0,10100.0,22600.0,22750.0,15200.0,15250.0,7899.0,7823.0
20010502,583.7,4700.0,4580.0,67330.0,66446.0,55900.0,55000.0,23000.0,22000.0,7900.0,8700.0,103000.0,101500.0,10250.0,10000.0,23500.0,22900.0,15250.0,15150.0,7898.0,7898.0
20010503,584.4,4620.0,4600.0,67330.0,67329.0,55500.0,58000.0,22000.0,21400.0,8990.0,9350.0,104000.0,101000.0,10000.0,10000.0,22900.0,23000.0,15000.0,14800.0,7948.0,7196.0
20010504,585.6,4410.0,4460.0,66446.0,68016.0,57300.0,58900.0,21050.0,22100.0,9200.0,9350.0,99500.0,99900.0,9810.0,10300.0,23000.0,23300.0,14900.0,14950.0,7121.0,7121.0
20010507,596.5,4500.0,4600.0,70667.0,71746.0,59800.0,59400.0,22500.0,22300.0,9400.0,9230.0,99700.0,101000.0,10400.0,10400.0,23300.0,23650.0,14950.0,15100.0,7121.0,6970.0
20010508,590.91,4590.0,4590.0,76556.0,82444.0,59100.0,59700.0,22000.0,21300.0,9250.0,9230.0,100000.0,100000.0,10300.0,10000.0,23500.0,23000.0,15000.0,14950.0,7021.0,6945.0
20010509,578.84,4560.0,4500.0,84407.0,77144.0,58700.0,59000.0,21600.0,21500.0,9230.0,9400.0,99500.0,98200.0,9810.0,9600.0,23050.0,22800.0,14850.0,14800.0,6920.0,6644.0
20010510,581.38,4500.0,4500.0,80481.0,80481.0,58100.0,58000.0,21800.0,22550.0,9500.0,9600.0,97000.0,96000.0,9400.0,9900.0,22800.0,22800.0,14800.0,14700.0,6670.0,6569.0
20010511,583.06,4460.0,4410.0,80481.0,79205.0,58000.0,56800.0,22400.0,22600.0,9680.0,9700.0,96000.0,96000.0,10000.0,10250.0,23000.0,23050.0,14750.0,14800.0,6469.0,6469.0
20010514,584.08,4420.0,4430.0,91081.0,91081.0,57300.0,56500.0,22900.0,23100.0,9700.0,9540.0,96500.0,98100.0,10500.0,10350.0,23050.0,22600.0,14800.0,14800.0,6393.0,6268.0
20010515,581.3,4410.0,4340.0,89511.0,85977.0,56500.0,55400.0,23000.0,22350.0,9400.0,9890.0,98600.0,100500.0,10350.0,10700.0,22650.0,23100.0,14950.0,15200.0,6318.0,6469.0
20010516,572.4,4300.0,4210.0,84604.0,79794.0,55500.0,56000.0,22300.0,21600.0,9690.0,9300.0,99000.0,101500.0,10700.0,10450.0,22800.0,22300.0,15050.0,15500.0,6569.0,6820.0
20010517,596.39,4400.0,4430.0,84702.0,81070.0,57000.0,56500.0,22300.0,22000.0,9500.0,9500.0,105500.0,111000.0,10750.0,10750.0,22700.0,22800.0,15500.0,15600.0,7021.0,6870.0
20010518,600.54,4380.0,4410.0,78519.0,79303.0,56000.0,58900.0,22000.0,22800.0,9600.0,10300.0,113000.0,113000.0,11000.0,11600.0,22800.0,22800.0,15700.0,15700.0,6769.0,7146.0
20010521,618.96,4500.0,4580.0,79696.0,81364.0,59700.0,59600.0,23500.0,24850.0,10500.0,11150.0,116000.0,118000.0,12000.0,12300.0,22800.0,23200.0,15700.0,15450.0,7271.0,6970.0
20010522,617.99,4720.0,4620.0,83426.0,80874.0,60000.0,60300.0,25500.0,23650.0,11700.0,10900.0,117000.0,115000.0,12700.0,12200.0,23200.0,22700.0,15550.0,15600.0,7071.0,6795.0
20010523,622.6,4599.0,4700.0,79500.0,79303.0,60500.0,60600.0,24400.0,24250.0,11000.0,10650.0,115000.0,116000.0,12200.0,12350.0,23200.0,22700.0,15700.0,16150.0,6795.0,6820.0
20010524,622.28,4560.0,4530.0,77831.0,78420.0,60000.0,62000.0,24000.0,25000.0,10550.0,10850.0,111000.0,110000.0,11800.0,12400.0,22850.0,23300.0,16100.0,16750.0,6920.0,7020.0
20010525,624.11,4550.0,4440.0,79009.0,86762.0,62500.0,63500.0,25000.0,24450.0,10750.0,10700.0,108000.0,107500.0,12800.0,12850.0,23500.0,24200.0,16900.0,17300.0,7020.0,7271.0
20010528,618.47,4420.0,4450.0,85585.0,84603.0,63900.0,64000.0,24000.0,23500.0,10600.0,10150.0,105000.0,106500.0,12750.0,12400.0,24200.0,24300.0,17200.0,17500.0,7171.0,7045.0
20010529,632.05,4430.0,4640.0,88235.0,89707.0,63900.0,64500.0,23000.0,24300.0,10000.0,10800.0,105000.0,108000.0,12100.0,12550.0,24100.0,25000.0,17500.0,18500.0,7071.0,7171.0
20010530,628.42,4500.0,4470.0,90689.0,88725.0,64500.0,63000.0,24300.0,24650.0,10800.0,10550.0,108000.0,108000.0,12300.0,12550.0,25300.0,25300.0,18900.0,18450.0,7121.0,7572.0
20010531,612.16,4320.0,4240.0,84898.0,85192.0,60100.0,61300.0,24000.0,25250.0,10100.0,10150.0,105000.0,104500.0,12100.0,12300.0,24900.0,24300.0,18000.0,18350.0,7422.0,7773.0
20010601,607.07,4300.0,4240.0,85978.0,84211.0,61400.0,61000.0,25500.0,25000.0,10400.0,10250.0,104500.0,104500.0,12050.0,11550.0,24650.0,24300.0,18350.0,18000.0,7823.0,7472.0
20010604,610.91,4260.0,4240.0,84604.0,84996.0,61100.0,60200.0,25500.0,26000.0,10100.0,10200.0,105000.0,105000.0,11550.0,11900.0,24700.0,24800.0,18200.0,18100.0,7371.0,7196.0
20010605,597.66,4140.0,4060.0,85389.0,81659.0,60200.0,60000.0,25900.0,25600.0,10100.0,9950.0,105000.0,104000.0,12100.0,11900.0,25000.0,24350.0,18400.0,17700.0,7246.0,6895.0
20010607,601.14,4080.0,4280.0,82641.0,85290.0,59100.0,59900.0,25550.0,25000.0,9950.0,10000.0,93600.0,100000.0,11600.0,11600.0,24350.0,23700.0,17500.0,16800.0,6870.0,6970.0
20010608,621.78,4420.0,4470.0,90394.0,91081.0,60000.0,61500.0,25000.0,26000.0,10100.0,10400.0,100000.0,99800.0,11650.0,11850.0,24050.0,24000.0,16800.0,16850.0,6970.0,7146.0
20010611,608.23,4330.0,4280.0,89217.0,89216.0,61000.0,62800.0,25600.0,26100.0,10200.0,9950.0,98000.0,97700.0,11700.0,12000.0,23400.0,23150.0,16400.0,16400.0,6971.0,7020.0
20010612,607.15,4220.0,4220.0,88530.0,90492.0,62300.0,62800.0,25950.0,26100.0,9990.0,9930.0,97600.0,97400.0,11900.0,12050.0,23150.0,23150.0,16750.0,16700.0,7020.0,6995.0
20010613,614.05,4300.0,4280.0,91474.0,84898.0,62800.0,63700.0,26200.0,25700.0,9900.0,9840.0,98000.0,97700.0,12200.0,11750.0,23150.0,23250.0,16800.0,16750.0,7020.0,7045.0
20010614,613.75,4270.0,4230.0,82248.0,81070.0,63700.0,63200.0,25700.0,25600.0,9840.0,9800.0,99400.0,99900.0,11750.0,12200.0,23500.0,23650.0,16900.0,16550.0,7045.0,7020.0
20010615,618.96,4190.0,4190.0,79500.0,80481.0,62500.0,62100.0,25600.0,26300.0,9720.0,9900.0,99900.0,103000.0,12100.0,12500.0,23650.0,23650.0,16750.0,17400.0,6970.0,7096.0
20010618,608.78,4180.0,4100.0,78126.0,72924.0,62200.0,61400.0,26300.0,26600.0,9900.0,9700.0,103000.0,100000.0,12600.0,12650.0,23650.0,23000.0,17500.0,17150.0,7121.0,6845.0
20010619,608.91,4100.0,4110.0,71648.0,71059.0,61100.0,60900.0,26900.0,28300.0,9650.0,10350.0,98500.0,103000.0,12750.0,13400.0,22900.0,22550.0,17050.0,18000.0,6870.0,6795.0
20010620,595.72,4060.0,4000.0,69980.0,64090.0,61000.0,61800.0,28300.0,28700.0,10350.0,10000.0,101000.0,98000.0,13550.0,13750.0,22550.0,22350.0,17550.0,17950.0,6719.0,5942.0
20010621,595.53,4000.0,3960.0,64091.0,64875.0,61600.0,62400.0,28700.0,28650.0,10050.0,10200.0,98000.0,98500.0,13850.0,13700.0,22050.0,22000.0,17650.0,18000.0,5992.0,5692.0
20010622,599.08,3940.0,3870.0,63796.0,62814.0,63000.0,61500.0,28650.0,28650.0,10250.0,10550.0,100000.0,101000.0,13700.0,14050.0,22000.0,22150.0,17700.0,17700.0,5666.0,5641.0
20010625,598.02,3840.0,3870.0,62815.0,62029.0,61500.0,61000.0,28700.0,29500.0,10700.0,10600.0,100500.0,100000.0,14000.0,14200.0,21950.0,22000.0,17700.0,17600.0,5541.0,5616.0
20010626,588.71,3870.0,3780.0,61931.0,58594.0,60300.0,60400.0,29300.0,28800.0,10700.0,10450.0,99000.0,98800.0,14400.0,14000.0,22000.0,22400.0,17600.0,17450.0,5516.0,5165.0
20010627,584.76,3790.0,3720.0,56239.0,54177.0,59000.0,60600.0,28300.0,27850.0,10600.0,10250.0,98200.0,99300.0,13800.0,13500.0,22500.0,23000.0,17300.0,17750.0,5165.0,5065.0
20010628,583.27,3700.0,3750.0,55061.0,53981.0,60900.0,61300.0,27500.0,27300.0,10600.0,10400.0,99300.0,98000.0,13500.0,13000.0,22900.0,22800.0,17950.0,17650.0,5090.0,5140.0
20010629,595.13,3840.0,3840.0,55944.0,54864.0,62200.0,62700.0,27500.0,28300.0,10600.0,10900.0,101000.0,104000.0,13300.0,14000.0,22600.0,24200.0,18000.0,17650.0,5190.0,5090.0
20010702,596.74,3840.0,3860.0,54963.0,54177.0,63000.0,62500.0,28100.0,26900.0,10900.0,11200.0,107000.0,104000.0,13900.0,13600.0,23500.0,23500.0,17650.0,17350.0,5089.0,5240.0
20010703,594.31,3900.0,3890.0,54178.0,52116.0,62500.0,61600.0,26900.0,25800.0,11200.0,10950.0,104000.0,100500.0,13600.0,13750.0,23500.0,23500.0,17350.0,17150.0,5290.0,5190.0
20010704,597.25,3840.0,3940.0,51430.0,51429.0,60900.0,61800.0,25500.0,26000.0,10750.0,10900.0,100500.0,102000.0,13750.0,14000.0,23550.0,23700.0,17150.0,18000.0,5165.0,5115.0
20010705,593.61,3939.0,3860.0,50841.0,48681.0,61500.0,61600.0,26500.0,27000.0,11100.0,11000.0,104000.0,104000.0,14350.0,14500.0,23900.0,23700.0,17800.0,17800.0,5166.0,5140.0
20010706,578.54,3740.0,3670.0,46620.0,45442.0,60000.0,60400.0,26800.0,26100.0,10700.0,10550.0,101500.0,101500.0,14550.0,14400.0,23450.0,23200.0,17700.0,17650.0,5115.0,5140.0
