기준일자,KOSPI지수(종가),A000270(기아-시가),A000270(기아-종가),A000660(SK하이닉스-시가),A000660(SK하이닉스-종가),A005380(현대차-시가),A005380(현대차-종가),A005490(POSCO홀딩스-시가),A005490(POSCO홀딩스-종가),A005930(삼성전자-시가),A005930(삼성전자-종가),A005935(삼성전자우-시가),A005935(삼성전자우-종가),A006400(삼성SDI-시가),A006400(삼성SDI-종가),A035420(NAVER-시가),A035420(NAVER-종가),A035720(카카오-시가),A035720(카카오-종가),A051910(LG화학-시가),A051910(LG화학-종가)
20010102,520.95,7280.0,6800.0,76556.0,89118.0,11900.0,11700.0,76000.0,76500.0,3160.0,3350.0,1310.0,1398.0,47500.0,47500.0,,,2622.0,2935.0,,
20010103,521.43,6800.0,6680.0,86174.0,89511.0,11500.0,11900.0,76200.0,77300.0,3229.0,3370.0,1366.0,1398.0,47100.0,47600.0,,,2997.0,3283.0,,
20010104,558.02,6680.0,6900.0,102859.0,102859.0,12900.0,12750.0,88000.0,83500.0,3790.0,3780.0,1500.0,1518.0,50400.0,49400.0,,,3676.0,3676.0,,
20010105,580.85,6900.0,6900.0,105019.0,118170.0,13200.0,13650.0,83500.0,86500.0,3760.0,3900.0,1516.0,1580.0,49400.0,51500.0,,,3898.0,4113.0,,
20010108,586.65,6900.0,7140.0,117778.0,120525.0,13400.0,14150.0,84000.0,86200.0,3820.0,3880.0,1520.0,1628.0,50900.0,51500.0,,,3934.0,4461.0,,
20010109,589.92,7140.0,7500.0,117778.0,116207.0,13850.0,13700.0,87000.0,89300.0,3830.0,3840.0,1620.0,1584.0,51000.0,52900.0,,,4478.0,4996.0,,
20010110,560.81,7450.0,7350.0,107963.0,98933.0,13300.0,12100.0,92000.0,93000.0,3780.0,3710.0,1560.0,1490.0,52000.0,48000.0,,,5032.0,4399.0,,
20010111,561.79,7350.0,6710.0,96185.0,103644.0,12450.0,12100.0,93000.0,92400.0,3789.0,3640.0,1510.0,1530.0,51900.0,52500.0,,,4612.0,4925.0,,
20010112,587.87,6710.0,7290.0,111693.0,104429.0,12500.0,13100.0,97000.0,98000.0,3800.0,3840.0,1620.0,1616.0,53900.0,57400.0,,,5371.0,5514.0,,
20010115,599.0,7280.0,7000.0,107963.0,117777.0,13300.0,13100.0,99100.0,97000.0,3860.0,3920.0,1629.0,1686.0,58600.0,59900.0,,,6173.0,6174.0,,
20010116,603.42,7000.0,6970.0,121704.0,131518.0,13100.0,13600.0,93400.0,93500.0,3960.0,4140.0,1686.0,1770.0,60100.0,60100.0,,,6245.0,6915.0,,
20010117,595.83,7000.0,7120.0,131519.0,122685.0,13500.0,13800.0,93000.0,89500.0,4059.0,4220.0,1750.0,1740.0,59200.0,60300.0,,,6424.0,6799.0,,
20010118,604.05,7120.0,7150.0,125433.0,126611.0,14100.0,14600.0,89000.0,94400.0,4240.0,4400.0,1776.0,1828.0,61000.0,60500.0,,,6763.0,5987.0,,
20010119,619.78,7160.0,7400.0,137604.0,133088.0,15450.0,15500.0,100000.0,98600.0,4699.0,4600.0,1900.0,1906.0,61000.0,62000.0,,,5995.0,5728.0,,
20010122,627.45,7400.0,7530.0,132500.0,134855.0,15800.0,15350.0,99000.0,97400.0,4600.0,4550.0,1898.0,1926.0,62500.0,62800.0,,,5728.0,6415.0,,
20010126,591.73,7530.0,7100.0,130733.0,116011.0,15200.0,14900.0,97000.0,97500.0,4450.0,3980.0,1900.0,1758.0,61500.0,58000.0,,,6513.0,6228.0,,
20010129,596.54,7250.0,7400.0,116207.0,112674.0,15000.0,15000.0,99400.0,99000.0,4000.0,4020.0,1758.0,1792.0,56000.0,59700.0,,,6067.0,5684.0,,
20010130,591.34,7410.0,7400.0,115815.0,114833.0,15100.0,14600.0,99000.0,87100.0,4100.0,4110.0,1800.0,1838.0,61000.0,60000.0,,,5763.0,5389.0,,
20010131,617.91,7450.0,7500.0,111889.0,114833.0,14900.0,15350.0,95000.0,97000.0,4090.0,4400.0,1850.0,1900.0,60800.0,60500.0,,,5272.0,6031.0,,
20010201,612.3,7500.0,7530.0,107963.0,108551.0,15100.0,15700.0,95000.0,97900.0,4270.0,4270.0,1806.0,1880.0,60000.0,59000.0,,,6174.0,6228.0,,
20010202,608.48,7540.0,7550.0,109926.0,106000.0,15400.0,14900.0,97500.0,98000.0,4290.0,4290.0,1854.0,1860.0,59900.0,59500.0,,,6460.0,6139.0,,
20010205,579.16,7550.0,7400.0,98737.0,96774.0,14500.0,14450.0,97000.0,93500.0,4170.0,4030.0,1802.0,1780.0,57500.0,58900.0,,,5969.0,5443.0,,
20010206,586.58,7420.0,7520.0,94517.0,95596.0,14100.0,14700.0,93500.0,92500.0,3980.0,4010.0,1680.0,1740.0,58900.0,60000.0,,,5531.0,5969.0,,
20010207,576.19,7540.0,7540.0,96381.0,94320.0,14200.0,14700.0,92700.0,92000.0,3960.0,3900.0,1720.0,1690.0,60000.0,59900.0,,,5746.0,5532.0,,
20010208,591.57,7550.0,7600.0,94222.0,98933.0,14500.0,15100.0,91000.0,92000.0,3920.0,4060.0,1660.0,1718.0,59900.0,61600.0,,,5638.0,5719.0,,
20010209,595.47,7600.0,7750.0,96283.0,95203.0,15000.0,15500.0,91800.0,92900.0,4040.0,4070.0,1720.0,1730.0,61000.0,63800.0,,,5701.0,5657.0,,
20010212,599.2,7750.0,7770.0,94222.0,94811.0,15500.0,15800.0,91400.0,95800.0,3840.0,3970.0,1700.0,1692.0,63200.0,65600.0,,,5442.0,5764.0,,
20010213,598.78,7850.0,7920.0,97363.0,93338.0,15800.0,16300.0,95800.0,95900.0,4040.0,3980.0,1716.0,1668.0,65900.0,65300.0,,,5942.0,5862.0,,
20010214,603.83,7940.0,7950.0,92259.0,91474.0,16300.0,17050.0,93900.0,96700.0,3920.0,3980.0,1660.0,1660.0,65300.0,66500.0,,,5799.0,5800.0,,
20010215,603.63,7960.0,7870.0,96185.0,91375.0,17150.0,16500.0,97000.0,95700.0,4200.0,4130.0,1736.0,1720.0,68000.0,67500.0,,,5978.0,6496.0,,
20010216,604.92,7900.0,7800.0,91278.0,87548.0,16700.0,16900.0,96200.0,96000.0,4150.0,4250.0,1720.0,1750.0,67700.0,66000.0,,,6691.0,6585.0,,
20010219,596.67,7800.0,7790.0,85389.0,82444.0,16500.0,16700.0,93000.0,95600.0,4180.0,4190.0,1730.0,1720.0,66000.0,65900.0,,,6531.0,6781.0,,
20010220,608.74,7800.0,7980.0,82444.0,84211.0,16300.0,17000.0,93800.0,98000.0,4190.0,4240.0,1720.0,1740.0,65900.0,67900.0,,,6923.0,6513.0,,
20010221,594.53,7980.0,8000.0,80678.0,80088.0,16900.0,17200.0,98100.0,97000.0,4160.0,4160.0,1724.0,1700.0,67100.0,66100.0,,,6174.0,6076.0,,
20010222,583.41,8000.0,7970.0,78519.0,75966.0,17000.0,17350.0,96500.0,97000.0,4080.0,4010.0,1682.0,1630.0,65200.0,67800.0,,,5808.0,5675.0,,
20010223,583.52,7970.0,7810.0,74887.0,78518.0,17150.0,17350.0,98000.0,99000.0,3920.0,3840.0,1610.0,1600.0,67800.0,69400.0,,,5621.0,6014.0,,
20010226,585.32,7810.0,7900.0,78911.0,77340.0,17350.0,17500.0,99000.0,97500.0,3850.0,3840.0,1600.0,1598.0,69900.0,69400.0,,,6156.0,5817.0,,
20010227,577.57,7900.0,7900.0,78420.0,75181.0,17200.0,16500.0,100000.0,99500.0,3840.0,3790.0,1560.0,1578.0,70000.0,68300.0,,,5888.0,5344.0,,
20010228,578.1,7900.0,7900.0,73611.0,73611.0,16500.0,16000.0,99500.0,101000.0,3700.0,3740.0,1542.0,1578.0,67600.0,64100.0,,,5121.0,5202.0,,
20010302,559.44,7710.0,7590.0,74200.0,66250.0,15600.0,16400.0,102500.0,102000.0,3700.0,3610.0,1578.0,1600.0,64000.0,62000.0,,,5085.0,4604.0,,
20010305,565.38,7590.0,7510.0,60950.0,67918.0,16400.0,17500.0,99800.0,103000.0,3529.0,3720.0,1570.0,1640.0,61000.0,63500.0,,,4452.0,5148.0,,
20010306,568.15,7520.0,7620.0,70470.0,69096.0,17600.0,17450.0,105000.0,104000.0,3820.0,3800.0,1700.0,1700.0,62600.0,63000.0,,,5148.0,4827.0,,
20010307,568.64,7630.0,7630.0,71648.0,67918.0,17050.0,16800.0,104000.0,99400.0,3960.0,4000.0,1720.0,1730.0,63200.0,64500.0,,,4996.0,4791.0,,
20010308,579.28,7640.0,8000.0,68017.0,68016.0,16950.0,17350.0,99900.0,101000.0,3950.0,4010.0,1706.0,1740.0,65700.0,65400.0,,,4996.0,5362.0,,
20010309,565.76,7890.0,7590.0,67035.0,65464.0,17500.0,17300.0,101000.0,101500.0,3940.0,3840.0,1701.0,1686.0,64900.0,64400.0,,,5353.0,5112.0,,
20010312,545.05,7590.0,7460.0,65857.0,66937.0,17050.0,17200.0,99500.0,98000.0,3700.0,3670.0,1644.0,1596.0,61500.0,61700.0,,,4871.0,4631.0,,
20010313,527.97,7460.0,7200.0,65956.0,58888.0,16750.0,16300.0,95000.0,92000.0,3570.0,3640.0,1540.0,1596.0,58700.0,60000.0,,,4300.0,4470.0,,
20010314,543.28,7250.0,7360.0,64778.0,61833.0,16600.0,16500.0,92600.0,92100.0,3790.0,3900.0,1650.0,1670.0,61000.0,60100.0,,,4782.0,4729.0,,
20010315,541.83,7360.0,7730.0,57515.0,62127.0,15900.0,16900.0,89900.0,90700.0,3790.0,3920.0,1620.0,1670.0,59500.0,62500.0,,,4389.0,4818.0,,
20010316,538.67,7800.0,7730.0,62030.0,61637.0,16550.0,16850.0,91000.0,92600.0,3879.0,3890.0,1664.0,1682.0,62000.0,62600.0,,,4871.0,4666.0,,
20010319,534.33,7730.0,7730.0,60852.0,61048.0,16700.0,16200.0,91000.0,92000.0,3810.0,3800.0,1649.0,1650.0,62000.0,61200.0,,,4514.0,4639.0,,
20010320,531.59,7730.0,7800.0,62815.0,60557.0,16200.0,15650.0,93000.0,92100.0,3899.0,3820.0,1660.0,1640.0,62900.0,62900.0,,,4818.0,4765.0,,
20010321,532.59,7800.0,7950.0,58889.0,58692.0,15200.0,15700.0,89900.0,90900.0,3720.0,3870.0,1584.0,1644.0,62400.0,65000.0,,,4648.0,4738.0,,
20010322,527.05,7950.0,7900.0,58693.0,58888.0,15700.0,15900.0,90100.0,89500.0,3979.0,3980.0,1650.0,1680.0,64000.0,65000.0,,,4764.0,4586.0,,
20010323,537.97,7900.0,7930.0,60852.0,59575.0,16100.0,17000.0,90000.0,90000.0,4090.0,4300.0,1720.0,1788.0,65000.0,65000.0,,,4728.0,4541.0,,
20010326,545.98,7930.0,7580.0,61637.0,68507.0,17400.0,17000.0,91000.0,91000.0,4400.0,4340.0,1812.0,1804.0,66500.0,67100.0,,,4568.0,4729.0,,
20010327,532.9,7580.0,7470.0,68900.0,61833.0,17000.0,16000.0,91500.0,91500.0,4300.0,4150.0,1780.0,1748.0,66800.0,64000.0,,,4657.0,4515.0,,
20010328,528.79,7440.0,7480.0,64974.0,59674.0,16500.0,16750.0,92000.0,91300.0,4260.0,4150.0,1770.0,1748.0,64000.0,62300.0,,,4576.0,4354.0,,
20010329,523.8,7480.0,7300.0,61441.0,63992.0,16350.0,17000.0,91000.0,91100.0,4090.0,4090.0,1708.0,1714.0,60700.0,58200.0,,,4282.0,4211.0,,
20010330,523.22,7400.0,7300.0,62913.0,61931.0,17300.0,17200.0,91000.0,90000.0,4110.0,4160.0,1740.0,1710.0,55600.0,54000.0,,,4184.0,4122.0,,
20010402,515.2,7350.0,7580.0,62030.0,60655.0,17050.0,17400.0,90500.0,92100.0,4040.0,3990.0,1700.0,1670.0,54000.0,55100.0,,,4265.0,4488.0,,
20010403,503.26,7430.0,7790.0,58300.0,57514.0,17300.0,17500.0,90000.0,90000.0,3810.0,3800.0,1630.0,1618.0,54000.0,55400.0,,,4336.0,4149.0,,
20010404,493.69,7750.0,7700.0,55650.0,54177.0,17400.0,17000.0,90000.0,91000.0,3700.0,3660.0,1630.0,1590.0,54000.0,53800.0,,,4042.0,3935.0,,
20010406,506.22,7900.0,7320.0,58889.0,58103.0,17500.0,17150.0,96000.0,92800.0,3960.0,3840.0,1696.0,1660.0,58800.0,54000.0,,,4398.0,4193.0,,
20010409,497.46,7330.0,7310.0,56926.0,54962.0,17000.0,17250.0,92800.0,93700.0,3790.0,3710.0,1620.0,1616.0,53800.0,52900.0,,,4050.0,3952.0,,
20010410,491.21,7350.0,7120.0,55257.0,51625.0,17250.0,17450.0,93700.0,93000.0,3709.0,3640.0,1600.0,1554.0,54700.0,51500.0,,,4103.0,3961.0,,
20010411,507.53,7200.0,7100.0,53981.0,50448.0,17800.0,18400.0,95000.0,92500.0,3780.0,3720.0,1596.0,1608.0,52600.0,51400.0,,,4175.0,4113.0,,
20010412,514.21,7100.0,6850.0,52902.0,51429.0,18200.0,17700.0,91500.0,86700.0,3940.0,4010.0,1689.0,1690.0,51800.0,53100.0,,,4238.0,4158.0,,
20010413,516.1,6950.0,6930.0,51920.0,50350.0,18000.0,17700.0,86500.0,86000.0,4100.0,4060.0,1696.0,1680.0,53500.0,52700.0,,,4255.0,4122.0,,
20010416,508.35,6850.0,6940.0,49859.0,49172.0,17950.0,18300.0,86000.0,85000.0,4060.0,3940.0,1674.0,1646.0,53000.0,52600.0,,,4157.0,4095.0,,
20010417,513.97,6950.0,7000.0,48191.0,47700.0,18000.0,17600.0,83500.0,85000.0,3920.0,3970.0,1644.0,1664.0,52700.0,52400.0,,,4104.0,4149.0,,
20010418,540.0,7070.0,7400.0,51037.0,54766.0,17950.0,18200.0,84500.0,89400.0,4110.0,4280.0,1696.0,1750.0,52700.0,54800.0,,,4291.0,4639.0,,
20010419,563.31,8000.0,7400.0,60852.0,62912.0,18800.0,18100.0,90900.0,87800.0,4620.0,4700.0,1836.0,1884.0,57400.0,57200.0,,,5193.0,5193.0,,
20010420,556.29,7380.0,7700.0,64876.0,64483.0,18200.0,17700.0,88500.0,88700.0,4720.0,4490.0,1900.0,1800.0,57000.0,57000.0,,,5353.0,5443.0,,
20010423,560.94,7680.0,7660.0,66741.0,66838.0,18000.0,17900.0,90000.0,90600.0,4490.0,4540.0,1794.0,1816.0,57700.0,56900.0,,,5513.0,6094.0,,
20010424,555.64,7510.0,7660.0,62913.0,60459.0,17600.0,17600.0,86000.0,91300.0,4410.0,4400.0,1800.0,1780.0,56000.0,54800.0,,,6102.0,6772.0,,
20010425,566.34,7660.0,7870.0,59380.0,63403.0,17500.0,18400.0,92500.0,94000.0,4340.0,4520.0,1736.0,1818.0,54800.0,54800.0,,,6745.0,6433.0,20621.0,18489.0
20010426,561.62,7820.0,7650.0,64680.0,60753.0,18450.0,18450.0,95200.0,95000.0,4600.0,4470.0,1892.0,1840.0,55900.0,54900.0,,,6655.0,6183.0,17918.0,17636.0
20010427,556.63,7730.0,7520.0,60263.0,60361.0,18650.0,19000.0,97000.0,95400.0,4410.0,4340.0,1840.0,1832.0,54000.0,53800.0,,,6075.0,5942.0,17280.0,18062.0
20010430,577.36,7730.0,7820.0,62815.0,66446.0,19500.0,20600.0,97500.0,98000.0,4460.0,4580.0,1870.0,1960.0,54000.0,54700.0,,,6102.0,6647.0,17706.0,18204.0
20010502,583.7,7900.0,8700.0,67330.0,66446.0,23000.0,22000.0,103000.0,101500.0,4700.0,4580.0,2000.0,1998.0,55900.0,55000.0,,,7441.0,7441.0,18345.0,18489.0
20010503,584.4,8990.0,9350.0,67330.0,67329.0,22000.0,21400.0,104000.0,101000.0,4620.0,4600.0,1980.0,1978.0,55500.0,58000.0,,,7370.0,7254.0,18631.0,21262.0
20010504,585.6,9200.0,9350.0,66446.0,68016.0,21050.0,22100.0,99500.0,99900.0,4410.0,4460.0,1932.0,1964.0,57300.0,58900.0,,,7049.0,8120.0,21262.0,21191.0
20010507,596.5,9400.0,9230.0,70667.0,71746.0,22500.0,22300.0,99700.0,101000.0,4500.0,4600.0,1970.0,2000.0,59800.0,59400.0,,,8654.0,9083.0,21617.0,21120.0
20010508,590.91,9250.0,9230.0,76556.0,82444.0,22000.0,21300.0,100000.0,100000.0,4590.0,4590.0,1970.0,1960.0,59100.0,59700.0,,,8833.0,8566.0,20621.0,20978.0
20010509,578.84,9230.0,9400.0,84407.0,77144.0,21600.0,21500.0,99500.0,98200.0,4560.0,4500.0,1940.0,1924.0,58700.0,59000.0,,,8441.0,8352.0,20480.0,20764.0
20010510,581.38,9500.0,9600.0,80481.0,80481.0,21800.0,22550.0,97000.0,96000.0,4500.0,4500.0,1920.0,1944.0,58100.0,58000.0,,,8476.0,8584.0,20763.0,20836.0
20010511,583.06,9680.0,9700.0,80481.0,79205.0,22400.0,22600.0,96000.0,96000.0,4460.0,4410.0,1920.0,1920.0,58000.0,56800.0,,,8387.0,8352.0,20977.0,21191.0
20010514,584.08,9700.0,9540.0,91081.0,91081.0,22900.0,23100.0,96500.0,98100.0,4420.0,4430.0,1920.0,1928.0,57300.0,56500.0,,,8209.0,8352.0,21333.0,21120.0
20010515,581.3,9400.0,9890.0,89511.0,85977.0,23000.0,22350.0,98600.0,100500.0,4410.0,4340.0,1928.0,1920.0,56500.0,55400.0,,,8387.0,8387.0,21475.0,21120.0
20010516,572.4,9690.0,9300.0,84604.0,79794.0,22300.0,21600.0,99000.0,101500.0,4300.0,4210.0,1900.0,1880.0,55500.0,56000.0,,,8386.0,7780.0,20977.0,20622.0
20010517,596.39,9500.0,9500.0,84702.0,81070.0,22300.0,22000.0,105500.0,111000.0,4400.0,4430.0,1940.0,1920.0,57000.0,56500.0,,,8387.0,8423.0,21119.0,22258.0
20010518,600.54,9600.0,10300.0,78519.0,79303.0,22000.0,22800.0,113000.0,113000.0,4380.0,4410.0,1922.0,1910.0,56000.0,58900.0,,,8137.0,7968.0,23182.0,24960.0
20010521,618.96,10500.0,11150.0,79696.0,81364.0,23500.0,24850.0,116000.0,118000.0,4500.0,4580.0,1950.0,2040.0,59700.0,59600.0,,,8048.0,8093.0,26310.0,25956.0
20010522,617.99,11700.0,10900.0,83426.0,80874.0,25500.0,23650.0,117000.0,115000.0,4720.0,4620.0,2100.0,2040.0,60000.0,60300.0,,,8476.0,8200.0,25954.0,25316.0
20010523,622.6,11000.0,10650.0,79500.0,79303.0,24400.0,24250.0,115000.0,116000.0,4599.0,4700.0,2010.0,2070.0,60500.0,60600.0,,,8065.0,7914.0,25883.0,26169.0
20010524,622.28,10550.0,10850.0,77831.0,78420.0,24000.0,25000.0,111000.0,110000.0,4560.0,4530.0,2000.0,2000.0,60000.0,62000.0,,,7762.0,7709.0,25600.0,26453.0
20010525,624.11,10750.0,10700.0,79009.0,86762.0,25000.0,24450.0,108000.0,107500.0,4550.0,4440.0,1962.0,1972.0,62500.0,63500.0,,,7851.0,7977.0,26880.0,27093.0
20010528,618.47,10600.0,10150.0,85585.0,84603.0,24000.0,23500.0,105000.0,106500.0,4420.0,4450.0,1960.0,1936.0,63900.0,64000.0,,,7788.0,7780.0,27022.0,27022.0
20010529,632.05,10000.0,10800.0,88235.0,89707.0,23000.0,24300.0,105000.0,108000.0,4430.0,4640.0,1936.0,1980.0,63900.0,64500.0,,,7673.0,8013.0,26453.0,26880.0
20010530,628.42,10800.0,10550.0,90689.0,88725.0,24300.0,24650.0,108000.0,108000.0,4500.0,4470.0,1922.0,1918.0,64500.0,63000.0,,,7745.0,7745.0,26453.0,27520.0
20010531,612.16,10100.0,10150.0,84898.0,85192.0,24000.0,25250.0,105000.0,104500.0,4320.0,4240.0,1849.0,1810.0,60100.0,61300.0,,,7494.0,7441.0,26310.0,26596.0
20010601,607.07,10400.0,10250.0,85978.0,84211.0,25500.0,25000.0,104500.0,104500.0,4300.0,4240.0,1820.0,1800.0,61400.0,61000.0,,,7468.0,7129.0,26737.0,25173.0
20010604,610.91,10100.0,10200.0,84604.0,84996.0,25500.0,26000.0,105000.0,105000.0,4260.0,4240.0,1806.0,1780.0,61100.0,60200.0,,,7004.0,6933.0,24461.0,24747.0
20010605,597.66,10100.0,9950.0,85389.0,81659.0,25900.0,25600.0,105000.0,104000.0,4140.0,4060.0,1760.0,1742.0,60200.0,60000.0,,,6977.0,6924.0,25030.0,24747.0
20010607,601.14,9950.0,10000.0,82641.0,85290.0,25550.0,25000.0,93600.0,100000.0,4080.0,4280.0,1750.0,1804.0,59100.0,59900.0,,,6870.0,6960.0,24745.0,24036.0
20010608,621.78,10100.0,10400.0,90394.0,91081.0,25000.0,26000.0,100000.0,99800.0,4420.0,4470.0,1910.0,1896.0,60000.0,61500.0,,,7191.0,7441.0,24176.0,25956.0
20010611,608.23,10200.0,9950.0,89217.0,89216.0,25600.0,26100.0,98000.0,97700.0,4330.0,4280.0,1840.0,1816.0,61000.0,62800.0,,,7165.0,7067.0,25314.0,26169.0
20010612,607.15,9990.0,9930.0,88530.0,90492.0,25950.0,26100.0,97600.0,97400.0,4220.0,4220.0,1814.0,1816.0,62300.0,62800.0,,,7066.0,7129.0,26026.0,25813.0
20010613,614.05,9900.0,9840.0,91474.0,84898.0,26200.0,25700.0,98000.0,97700.0,4300.0,4280.0,1820.0,1848.0,62800.0,63700.0,,,7227.0,7138.0,25812.0,25316.0
20010614,613.75,9840.0,9800.0,82248.0,81070.0,25700.0,25600.0,99400.0,99900.0,4270.0,4230.0,1848.0,1850.0,63700.0,63200.0,,,6985.0,7084.0,25173.0,25884.0
20010615,618.96,9720.0,9900.0,79500.0,80481.0,25600.0,26300.0,99900.0,103000.0,4190.0,4190.0,1840.0,1814.0,62500.0,62100.0,,,6888.0,7067.0,25456.0,25529.0
20010618,608.78,9900.0,9700.0,78126.0,72924.0,26300.0,26600.0,103000.0,100000.0,4180.0,4100.0,1810.0,1750.0,62200.0,61400.0,,,6968.0,6888.0,24887.0,25316.0
20010619,608.91,9650.0,10350.0,71648.0,71059.0,26900.0,28300.0,98500.0,103000.0,4100.0,4110.0,1734.0,1744.0,61100.0,60900.0,,,6781.0,6906.0,24960.0,24604.0
20010620,595.72,10350.0,10000.0,69980.0,64090.0,28300.0,28700.0,101000.0,98000.0,4060.0,4000.0,1730.0,1696.0,61000.0,61800.0,,,6817.0,6603.0,23892.0,24036.0
20010621,595.53,10050.0,10200.0,64091.0,64875.0,28700.0,28650.0,98000.0,98500.0,4000.0,3960.0,1660.0,1668.0,61600.0,62400.0,,,6799.0,6719.0,23607.0,23609.0
20010622,599.08,10250.0,10550.0,63796.0,62814.0,28650.0,28650.0,100000.0,101000.0,3940.0,3870.0,1642.0,1638.0,63000.0,61500.0,,,6718.0,6576.0,23323.0,24178.0
20010625,598.02,10700.0,10600.0,62815.0,62029.0,28700.0,29500.0,100500.0,100000.0,3840.0,3870.0,1620.0,1638.0,61500.0,61000.0,,,6459.0,6317.0,23536.0,24747.0
20010626,588.71,10700.0,10450.0,61931.0,58594.0,29300.0,28800.0,99000.0,98800.0,3870.0,3780.0,1638.0,1600.0,60300.0,60400.0,,,6316.0,6174.0,24745.0,25316.0
20010627,584.76,10600.0,10250.0,56239.0,54177.0,28300.0,27850.0,98200.0,99300.0,3790.0,3720.0,1600.0,1568.0,59000.0,60600.0,,,6174.0,6299.0,25315.0,25600.0
20010628,583.27,10600.0,10400.0,55061.0,53981.0,27500.0,27300.0,99300.0,98000.0,3700.0,3750.0,1568.0,1570.0,60900.0,61300.0,,,6335.0,6103.0,25314.0,24818.0
20010629,595.13,10600.0,10900.0,55944.0,54864.0,27500.0,28300.0,101000.0,104000.0,3840.0,3840.0,1610.0,1610.0,62200.0,62700.0,,,6370.0,6299.0,25031.0,24604.0
20010702,596.74,10900.0,11200.0,54963.0,54177.0,28100.0,26900.0,107000.0,104000.0,3840.0,3860.0,1620.0,1624.0,63000.0,62500.0,,,6388.0,6335.0,24533.0,24533.0
20010703,594.31,11200.0,10950.0,54178.0,52116.0,26900.0,25800.0,104000.0,100500.0,3900.0,3890.0,1630.0,1634.0,62500.0,61600.0,,,6335.0,6335.0,24603.0,24676.0
20010704,597.25,10750.0,10900.0,51430.0,51429.0,25500.0,26000.0,100500.0,102000.0,3840.0,3940.0,1630.0,1660.0,60900.0,61800.0,,,6298.0,6263.0,24320.0,24604.0
20010705,593.61,11100.0,11000.0,50841.0,48681.0,26500.0,27000.0,104000.0,104000.0,3939.0,3860.0,1656.0,1640.0,61500.0,61600.0,,,6192.0,6103.0,23963.0,24178.0
20010706,578.54,10700.0,10550.0,46620.0,45442.0,26800.0,26100.0,101500.0,101500.0,3740.0,3670.0,1608.0,1598.0,60000.0,60400.0,,,5906.0,5773.0,23679.0,24036.0
20010709,560.0,10100.0,10150.0,41222.0,40338.0,25500.0,25500.0,100000.0,102500.0,3499.0,3420.0,1580.0,1504.0,59400.0,58700.0,,,5495.0,5389.0,23751.0,23040.0
20010710,558.6,10150.0,10100.0,40633.0,41614.0,25800.0,25800.0,102500.0,103000.0,3440.0,3400.0,1520.0,1480.0,59000.0,57100.0,,,5478.0,5336.0,23182.0,22542.0
20010711,553.65,9800.0,10050.0,39357.0,39848.0,25500.0,26700.0,101000.0,102000.0,3280.0,3380.0,1430.0,1428.0,56000.0,54800.0,,,5032.0,5220.0,22044.0,22613.0
20010712,559.95,10300.0,9940.0,41517.0,41320.0,27000.0,26300.0,103500.0,100000.0,3480.0,3520.0,1462.0,1498.0,55300.0,55500.0,,,5790.0,5844.0,23039.0,23609.0
20010713,548.49,10100.0,9710.0,42007.0,37100.0,27300.0,25750.0,103000.0,100000.0,3640.0,3400.0,1518.0,1436.0,56100.0,54000.0,,,6308.0,5675.0,23607.0,23609.0
20010716,548.93,9700.0,9200.0,36413.0,33075.0,26550.0,26400.0,102000.0,99500.0,3370.0,3340.0,1420.0,1400.0,53000.0,53300.0,,,5852.0,6067.0,22897.0,23111.0
20010718,540.53,9020.0,8650.0,33370.0,33174.0,26400.0,26400.0,99500.0,95500.0,3360.0,3350.0,1410.0,1402.0,52500.0,50400.0,,,6066.0,5701.0,22541.0,22756.0
20010719,545.74,8320.0,8350.0,31702.0,29738.0,25500.0,24900.0,94800.0,93000.0,3330.0,3540.0,1386.0,1442.0,49500.0,51000.0,,,5487.0,6121.0,21831.0,22044.0
20010720,537.71,8410.0,8580.0,29641.0,27481.0,24500.0,23200.0,92900.0,90500.0,3520.0,3520.0,1490.0,1470.0,51300.0,50400.0,,,6004.0,5898.0,22044.0,22044.0
20010723,524.21,8200.0,8100.0,26794.0,23457.0,22100.0,21300.0,89000.0,90500.0,3500.0,3460.0,1460.0,1442.0,49850.0,50400.0,,,5995.0,5951.0,21545.0,21618.0
20010724,526.62,7900.0,8000.0,22280.0,25911.0,20850.0,21700.0,88700.0,88500.0,3400.0,3470.0,1456.0,1490.0,49800.0,51500.0,,,5950.0,6067.0,21475.0,20764.0
20010725,526.08,8000.0,8450.0,24635.0,22574.0,21550.0,23050.0,85100.0,85000.0,3460.0,3570.0,1466.0,1500.0,51000.0,51500.0,,,5906.0,5835.0,19911.0,20764.0
20010726,529.22,8650.0,8660.0,23163.0,23751.0,23300.0,22900.0,84300.0,84900.0,3590.0,3630.0,1520.0,1540.0,51800.0,52700.0,,,5888.0,5746.0,20906.0,20764.0
20010727,541.13,9000.0,8680.0,25126.0,26794.0,23300.0,22950.0,84500.0,86100.0,3730.0,3710.0,1560.0,1566.0,53700.0,54100.0,,,5853.0,5764.0,20976.0,21476.0
20010730,533.53,8700.0,8450.0,27481.0,26205.0,23000.0,21900.0,86900.0,87300.0,3760.0,3710.0,1566.0,1540.0,54000.0,52600.0,,,5666.0,5568.0,21047.0,20907.0
20010731,541.55,8320.0,8660.0,26794.0,26990.0,21700.0,22050.0,87300.0,88200.0,3740.0,3790.0,1510.0,1558.0,53300.0,53000.0,,,5567.0,5648.0,20408.0,20622.0
