기준일자,KOSPI지수,A000270(기아),A000660(SK하이닉스),A005380(현대차),A005490(POSCO홀딩스),A005930(삼성전자),A005935(삼성전자우),A006400(삼성SDI),A035420(NAVER),A035720(카카오),A051910(LG화학)
20020805,675.76,10100,11188,31400,108000,6180,2920,84700,,4782,55467
20020806,673.78,10200,11385,31700,105500,6000,2880,80500,,4916,56178
20020807,679.37,10300,11581,32000,106500,6240,2980,81100,,4970,55467
20020808,684.49,10100,10992,32650,106000,6270,3040,80000,,4970,56676
20020809,692.45,10150,11188,33150,110500,6380,3120,79500,,4907,56604
20020812,695.39,10050,11090,32800,109000,6340,3130,80000,,5014,56178
20020813,708.63,10200,10501,32400,110500,6490,3200,83000,,5050,58453
20020814,711.24,10200,9912,32250,112500,6440,3220,83200,,5077,59520
20020816,718.29,10550,9814,33600,114500,6510,3280,85000,,5032,58382
20020819,717.58,10450,11287,33700,112000,6660,3280,83400,,4979,57671
20020820,736.70,10750,11581,35400,117000,6920,3360,87000,,5166,59876
20020821,745.12,10700,12268,36000,116000,7000,3400,89300,,5220,62151
20020822,745.75,10500,11777,35600,113000,6950,3400,92900,,5273,62720
20020823,740.51,10400,11385,34500,113500,6900,3320,92500,,5898,62649
20020826,734.79,10400,10403,33200,113500,6810,3240,92500,,5666,62293
20020827,724.17,10150,10600,32400,112500,6660,3180,89500,,5746,62436
20020828,724.05,10250,10207,33200,110500,6560,3200,88800,,5648,62009
20020829,724.94,10100,10796,33100,108500,6560,3250,91100,,5701,61156
20020830,736.40,10000,10501,34000,108000,6620,3300,95500,,5666,61867
20020902,751.98,10300,10501,34700,110000,6800,3420,96500,,5782,63858
20020903,740.59,10300,10305,34800,114000,6670,3360,93800,,5746,62436
20020904,723.05,10050,10109,33450,110000,6480,3280,92200,,5514,61298
20020905,720.98,9850,9912,32850,112500,6420,3270,90300,,5496,60800
20020906,708.73,9700,9422,32050,111000,6440,3280,87700,,5398,59733
20020909,697.89,9270,9520,32050,109500,6470,3230,87000,,5014,58027
20020910,713.30,9270,9127,32250,114000,6600,3350,90000,,5086,59733
20020911,724.71,9620,8931,32500,117500,6730,3350,91400,,5166,60018
20020912,739.22,10000,10207,33850,119000,6860,3400,93000,,5202,60516
20020913,718.17,9570,10600,33500,116000,6630,3280,90400,,5041,58027
20020916,704.38,9430,9422,33000,116000,6550,3280,90800,,5139,56604
20020917,726.80,9840,9716,34400,120000,6840,3410,95900,,5291,58738
20020918,703.87,9500,9225,33200,119000,6660,3330,95000,,5059,54756
20020919,704.12,9350,9127,33300,118000,6700,3340,96600,,5086,53333
20020923,679.43,9230,8637,31950,110000,6430,3220,93500,,4889,49067
20020924,672.28,9270,8440,31000,106000,6380,3120,91700,,4854,47076
20020925,657.96,8750,8146,30000,101000,6140,3030,91000,,4595,45511
20020926,662.41,8400,9324,29000,104000,6280,3040,88500,,4639,46080
20020927,663.72,8180,8440,29350,106000,6190,3010,86400,,4720,47644
20020930,646.42,7830,8342,27900,106500,5970,2940,82200,,4443,46222
20021001,652.13,7800,8440,27700,107500,5950,2940,84000,,4532,48356
20021002,648.10,7700,7262,28850,110000,5990,2940,82800,,4407,47573
20021004,650.92,7870,6183,28600,113500,6120,2960,83600,,4425,49564
20021007,627.40,7450,5888,26900,108000,5920,2870,80500,,4479,46649
20021008,634.84,7630,5987,28400,111500,6000,2910,77200,,4675,45867
20021009,619.94,7590,5594,27950,109500,5950,2800,70700,,4550,43520
20021010,584.04,7170,5496,26450,103500,5470,2690,69500,,4407,40462
20021011,587.51,7200,5594,25500,105000,5470,2610,70300,,4452,40391
20021014,614.27,7590,5790,27500,108000,5760,2820,75500,,4568,43876
20021015,629.57,7950,6575,29750,108000,6000,2910,77500,,4943,46080
20021016,636.25,8500,6870,30700,107500,6100,2980,83400,,4809,47004
20021017,644.66,9000,7851,31200,107500,6150,3030,84000,,5086,48782
20021018,670.79,9400,9029,33500,111500,6530,3180,87500,,5273,52053
20021021,652.67,8880,9127,31900,110000,6480,3110,79400,,5300,50347
20021022,639.27,8500,9029,30750,111500,6390,3020,72900,,5059,48356
20021023,657.43,8900,10305,32000,115500,6560,3140,74500,,5300,49493
20021024,654.98,8730,10698,31150,117000,6680,3180,75400,,5246,49493
20021025,655.88,8770,10109,31850,115500,6800,3260,76500,,5407,50489
20021028,678.14,9000,11581,33200,115500,7220,3460,81600,,5951,53618
20021029,673.18,9050,9912,32600,113500,7060,3340,80000,2312,5550,53547
20021030,658.03,9100,9029,31250,114000,6760,3240,77000,2588,5371,52338
20021031,658.92,8790,9324,30950,114500,6900,3280,75700,2459,5237,51769
20021101,647.65,8800,8931,30150,113500,6820,3210,74700,2305,5237,50418
20021104,672.68,8900,10207,30000,115000,7350,3410,79500,2191,5344,53760
20021105,664.90,8600,9814,30200,113500,7230,3360,79000,2188,5452,53689
20021106,682.56,9220,10403,32450,116500,7310,3420,82500,2141,5460,56818
20021107,681.27,9070,9716,32350,116500,7330,3420,81500,2142,5353,56320
20021108,674.85,8770,9814,31300,117500,7190,3350,79100,2102,5282,56747
20021111,657.78,8390,9422,29850,117000,6980,3280,76500,2153,5121,55396
20021112,654.43,8180,9618,29200,116500,6930,3270,76800,2037,5068,55893
20021113,653.85,8110,9225,29150,115000,6980,3250,76800,1932,5005,56889
20021114,652.15,8200,8931,29350,112500,6800,3200,76300,1923,5032,58311
20021115,672.95,8400,8244,30100,115000,7160,3360,78700,2020,5246,61156
20021118,667.13,8120,8048,29450,117500,7020,3310,77000,1990,5282,61156
20021119,671.44,8470,9225,29600,117500,7050,3320,76800,2028,5309,60800
20021120,682.00,8400,9029,29900,116500,7200,3370,78200,2110,5416,60729
20021121,690.38,8850,9029,30300,115000,7380,3440,78800,2075,5344,59733
20021122,692.87,9010,8637,31100,115500,7460,3480,77000,2119,5782,59164
20021125,705.86,9300,9520,33100,117000,7570,3580,77000,2138,5924,59733
20021126,702.27,9070,9127,33800,114500,7570,3680,78300,2102,6031,61867
20021127,708.07,9200,8833,34100,114500,7600,3720,81500,1979,6067,61227
20021128,714.54,9000,8637,33200,120500,7700,3700,84100,2070,6014,61796
20021129,724.80,9100,8538,35100,124500,7740,3720,87500,2316,6406,62720
20021202,730.16,9500,8637,35200,127000,7740,3770,87800,2379,6389,63787
20021203,736.57,9990,9029,36000,126000,7860,3820,87800,2421,6415,64569
20021204,714.50,9600,8637,34000,123000,7470,3610,82500,2453,6094,64711
20021205,722.76,10050,8735,34200,125000,7470,3690,84000,2680,6594,66702
20021206,718.09,9780,8637,33900,126000,7440,3670,84000,2721,6638,64284
20021209,709.11,9890,7655,32800,123500,7450,3630,82000,2664,6460,62862
20021210,702.44,9610,8048,32200,121500,7290,3590,80900,2736,6513,61156
20021211,698.61,9600,6870,32100,120000,7320,3540,79600,2816,6585,62933
20021212,715.38,10200,6477,32700,125500,7360,3550,80400,3031,6665,63076
20021213,708.13,10050,6183,32050,126000,7240,3480,79200,3031,6576,64711
20021216,692.42,9940,7066,30850,124000,6970,3410,77700,2968,6335,63716
20021217,704.49,10050,6968,31300,129000,7070,3490,78200,2953,6308,65422
20021218,709.22,10100,7459,32250,129000,7150,3540,79200,2942,6335,67627
20021220,709.44,10600,6379,32250,130500,7160,3520,79600,2832,6389,68978
20021223,691.38,10300,6183,30850,128000,6960,3380,76000,2732,5960,64000
20021224,677.82,9810,5790,30050,125000,6850,3340,76100,2810,6040,64071
20021226,671.89,9600,5594,30700,123000,6790,3290,74400,2627,5924,62791
20021227,656.92,9510,5594,29900,122000,6720,3220,72200,2584,5800,62578
20021230,627.55,8800,5496,27750,118000,6280,3000,68500,2338,5621,57742
20030102,635.17,9190,6281,28600,118000,6430,3080,70000,2616,6174,58738
20030103,661.10,9550,6477,29850,121500,6880,3300,73600,2926,6371,64000
20030106,666.71,9700,6379,30250,124500,6990,3390,73300,2964,6692,65422
20030107,652.20,9420,5987,28900,123000,6850,3310,71500,2837,6603,63716
20030108,651.72,9520,5888,28650,124000,6800,3260,70600,2989,6960,66133
20030109,630.40,8940,5790,27000,121500,6460,3150,69000,3047,7192,66276
20030110,628.36,8470,5692,26550,125000,6480,3160,67200,2906,6852,66844
20030113,648.06,8650,6379,27300,133000,6690,3280,68400,2979,7192,66133
20030114,650.05,8540,6085,28200,132500,6570,3220,70400,2921,6960,64640
20030115,648.29,8710,5987,28000,132500,6480,3140,69700,2921,7254,63716
20030116,648.69,8470,5790,27550,128000,6600,3160,71900,2841,7245,61653
20030117,636.46,8320,5692,26900,127000,6410,3060,71000,2763,6995,60729
20030120,634.50,8140,5790,26500,124000,6400,3040,71500,2716,7022,60729
20030121,632.86,8010,5790,26500,125500,6380,3030,69300,2752,7031,60729
20030122,622.49,7700,5692,25800,126500,6230,2930,67900,2727,7067,62436
20030123,625.18,7700,5594,26400,129000,6320,2970,68300,2948,7316,64071
20030124,609.43,7930,5398,25550,125500,6260,2840,64700,2821,6870,62364
20030127,593.09,7700,5103,25100,123000,5980,2850,62500,2705,6665,58169
20030128,600.56,7800,5005,25300,123500,6140,2930,62300,2700,6692,58098
20030129,583.35,7600,4318,24000,120000,5830,2800,61800,2573,6469,57742
20030130,591.86,7800,4612,24700,119000,5830,2800,64400,2700,6728,61156
20030203,600.41,8190,4612,26050,121500,5860,2800,66100,2763,6933,63218
20030204,603.78,8300,5300,26800,121500,5880,2800,67000,2758,7013,62862
20030205,600.68,8060,4809,26200,124000,5820,2790,66700,2758,7031,64142
20030206,589.50,7920,4711,25600,124000,5660,2680,65400,2685,6906,61156
20030207,577.48,7800,4514,25350,122500,5480,2560,62500,2631,6870,61298
20030210,577.25,7760,4514,25900,125000,5390,2550,61200,2653,6870,60444
20030211,575.98,7940,4416,26500,124500,5430,2550,61800,2685,6960,59733
20030212,583.29,8140,4416,27100,124000,5600,2630,62400,2769,7013,60444
20030213,575.67,7920,4318,26350,121500,5430,2560,61900,2721,6995,60871
20030214,575.24,7800,4416,25500,117000,5460,2580,62600,2732,7102,60871
20030217,601.87,8080,4809,27700,115500,5810,2760,67600,2874,7450,61156
20030218,603.45,8110,4612,27400,116500,5860,2800,69000,2837,7325,61156
20030219,600.83,7910,4514,26750,115000,5940,2810,68800,2832,7299,60231
20030220,605.51,7770,5103,26650,110000,6050,2880,70000,2832,7263,58738
20030221,603.60,7910,4711,27050,112000,6040,2910,70500,2821,7156,59307
20030224,616.29,8030,4612,27000,115000,6190,2950,71800,2953,7334,58809
20030225,592.25,7800,4318,25450,112000,5790,2780,69000,2821,7049,56889
20030226,590.26,7760,4122,25300,111000,5680,2760,70000,2921,7013,57316
20030227,582.46,7660,4024,25650,109000,5670,2760,69000,2968,7129,57884
20030228,575.43,7550,3925,25100,110500,5590,2680,68000,2937,6870,52622
20030303,590.04,7690,4024,25950,112000,5900,2820,71800,2953,6977,56889
20030304,576.58,7570,3827,25300,104500,5700,2740,71700,2848,6674,56604
20030305,560.26,7050,3729,23400,99400,5520,2640,69100,2743,6406,55538
20030306,555.33,7050,3729,22100,99000,5520,2600,67300,2732,6174,56320
20030307,546.02,6850,3533,21850,99000,5620,2680,67000,2653,5692,54044
20030310,544.24,6850,3337,21500,98100,5730,2780,67000,2616,5532,54258
20030311,532.53,6830,3140,21850,92900,5750,2790,67900,2558,5550,51200
20030312,531.81,6660,3337,22600,92400,5800,2820,69900,2758,5960,48356
20030313,531.78,6750,3238,23000,96000,5800,2770,72000,2705,5800,48213
20030314,537.65,6950,3238,23600,98000,5930,2840,73000,2826,6219,49920
20030317,515.24,6420,2846,21700,96000,5760,2760,69500,2705,6085,49920
20030318,537.31,7010,2944,23550,98100,5980,2860,73200,3026,6808,53689
20030319,541.78,7030,2846,23200,98500,5920,2890,76900,3047,6781,55182
20030320,568.46,7500,3238,24600,101500,6230,3020,78700,3142,7174,58524
20030321,575.77,7750,3238,25700,102500,6300,3040,79000,3127,7084,60587
20030324,569.85,7500,3042,25650,103000,6250,3000,77200,3036,6781,58382
20030325,554.98,7120,2846,24700,99000,6120,2940,74900,2979,6728,57529
20030326,554.79,7130,2650,25100,100500,6080,2940,75100,3111,6924,55751
20030327,549.26,7220,2650,25450,100000,5970,2890,76500,3362,7102,54400
20030328,556.33,7370,2650,25700,100500,6140,2940,78000,3467,7227,55751
20030331,535.70,7090,2650,24000,98500,5680,2760,78000,3362,6942,54756
20030401,538.56,7060,2650,23050,98100,5680,2760,74900,3426,7040,53618
20030402,542.92,7160,2650,22900,99100,5580,2720,75500,3599,7352,54827
20030403,545.24,7170,2650,23200,100500,5580,2720,75500,3573,7263,53547
20030404,558.01,7500,2650,24650,99400,5670,2800,76500,3719,8084,54044
20030407,585.90,7850,2650,26500,103000,5980,2970,80100,3667,8120,58738
20030408,587.32,7780,2650,26700,107000,5980,2930,82400,3725,8155,59733
20030409,569.47,7610,2650,25450,104000,5730,2820,80100,3873,7887,57173
20030410,577.73,7970,2650,26550,105000,5760,2830,81000,3757,7763,59022
20030411,582.97,8060,2650,26500,104000,5700,2800,82300,3678,7531,59307
20030414,594.40,8280,3045,26950,108000,5710,2840,82800,3978,7763,59449
20030415,604.99,8530,3500,27550,112500,5920,2900,82800,4083,7531,59591
20030416,621.34,8700,4025,29500,112000,6210,2990,82000,4572,7968,60160
20030417,612.72,8720,4420,29250,112000,6040,2940,79800,4902,7754,62293
20030418,624.77,9000,4580,30150,110500,6300,3040,81000,4939,8673,62791
20030421,620.83,8800,4430,30000,109500,6180,2990,79700,5113,8387,61582
20030422,603.32,8500,4140,28900,108500,5970,2900,78900,5065,8048,59449
20030423,598.09,8590,3870,28000,107000,6000,2930,79000,5018,8013,58311
20030424,588.35,8440,3880,27200,101500,5900,2900,77800,4628,7673,55893
20030425,566.63,7890,3300,25850,97500,5750,2820,75100,4634,7495,55467
20030428,569.02,7930,3215,26600,98000,5700,2830,75400,4939,7816,54756
20030429,597.36,8400,3250,28300,104000,6010,2940,77300,5517,8753,58098
20030430,599.35,8450,3230,28700,102500,6100,2980,76000,5727,8833,57316
20030502,597.44,8450,3230,28800,101000,6140,2990,75000,6200,9886,56604
20030506,604.33,8450,3610,29300,102000,6260,3010,74900,5622,9708,58738
20030507,618.08,8480,3490,29600,107500,6390,3070,78600,5570,9869,61298
20030509,619.11,8440,3615,29500,107000,6340,3050,80000,5700,9815,60587
20030512,631.04,9000,4155,30550,108500,6540,3200,79400,6332,10993,61227
20030513,614.07,8870,4100,29600,107000,6320,3080,76500,5937,10350,60160
20030514,609.97,8800,4350,28650,108000,6190,3030,76800,6147,10886,58738
20030515,619.35,8920,3960,29350,109500,6300,3120,77400,6042,11028,59876
20030516,610.81,8690,3800,28500,106500,6140,3060,76300,5832,11064,59591
20030519,596.36,8280,3390,27350,106500,6020,3020,74500,5754,11278,58169
20030520,602.08,8460,3440,28050,108000,6130,3050,74800,6279,12617,60160
20030521,600.57,8480,3420,27750,105500,6080,3040,74300,6042,12224,61156
20030522,595.38,8480,3280,27500,106500,6000,3020,73500,6725,12224,65138
20030523,611.51,8650,3770,28800,106500,6240,3090,74900,6830,12349,65280
20030526,617.65,8810,3800,28800,107000,6340,3080,76100,7067,13081,64569
20030527,614.30,8840,3900,28900,104500,6280,3060,74700,6830,12724,62578
20030528,628.36,8900,3905,29200,108000,6420,3160,75100,6357,11671,66133
20030529,632.43,8890,3800,29000,111000,6490,3220,75600,6805,11867,65138
20030530,633.42,8880,3815,28800,107500,6480,3190,77300,6830,11475,63858
20030602,648.71,9030,3960,30300,110500,6680,3280,78900,6515,11689,66418
20030603,636.94,8950,3835,29200,109500,6470,3200,77800,5754,10297,66844
20030604,640.27,8980,3845,30100,112000,6580,3250,78700,6095,10386,67271
20030605,642.38,8980,4105,31700,116000,6670,3300,78600,5885,10172,65849
20030609,650.35,9080,4055,32900,121500,6880,3410,79100,6569,10654,64853
20030610,649.75,8860,4150,32700,120000,6880,3390,78100,6647,10422,65493
20030611,651.29,8860,4230,32500,121000,6900,3420,78700,7172,10886,65280
20030612,657.95,8860,4860,31550,121000,7000,3440,80000,7594,11225,67769
20030613,665.24,8630,5580,31100,126000,7010,3460,82500,7409,11011,66844
20030616,657.82,8600,5590,31500,123000,6820,3380,80800,7724,10903,66133
20030617,674.66,8770,6090,31950,123000,7140,3480,81200,7594,11046,65778
20030618,675.75,8780,5180,32300,124000,7080,3470,83700,7567,10975,65280
20030619,690.49,8950,5950,33500,127000,7400,3590,88800,7225,10636,68196
20030620,686.22,9300,6320,32900,125000,7280,3570,89400,7277,10636,66987
20030623,674.59,9100,6160,31400,123000,7140,3440,86900,6910,10047,64996
20030624,664.01,8880,6010,30350,119500,7030,3350,87000,7040,10350,64142
20030625,674.03,8880,6060,31000,120000,7190,3410,89500,7304,10350,64711
20030626,675.75,8900,5840,31600,125000,7290,3430,92200,7147,10190,64853
20030627,677.28,9100,5930,32250,126000,7220,3400,92500,7882,11403,68836
20030630,669.93,8800,5790,31600,124000,7100,3410,90500,7750,11457,68267
20030701,674.75,8940,5900,32600,124000,7240,3460,91000,8119,11832,68124
20030702,685.80,9450,6700,33900,123500,7420,3560,92300,8329,11760,68622
20030703,686.83,9180,6810,33200,126500,7640,3610,96000,8565,12349,66844
20030704,693.25,9600,7300,34700,126000,7680,3660,97000,8775,12652,66987
20030707,704.29,9670,8050,35150,129500,7720,3700,98000,9274,13384,68124
20030708,708.34,9400,7830,34750,136000,7970,3800,100000,9117,13634,66418
20030709,705.50,9260,7980,34400,133500,7930,3820,99000,9039,13741,65422
20030710,700.51,9190,7960,34100,130000,7840,3820,97000,8670,12759,65707
20030711,704.15,9400,8060,35750,129500,7880,3820,97500,8854,13027,66204
20030714,720.10,9510,9260,35750,130500,8190,4090,99300,9615,13152,66702
20030715,713.45,9450,9150,34850,129000,8160,4000,96300,9827,12849,64213
20030716,716.48,9130,9740,34050,131000,8360,4100,97500,10982,12992,62720
20030718,699.35,9000,9630,33150,128500,8080,3940,93300,10562,12456,62649
20030721,693.50,8700,8860,33450,130000,8140,3930,93100,10615,12849,63147
20030722,699.70,8750,8780,34500,134000,8240,4000,97500,9564,11992,64000
20030723,695.74,8720,8490,34100,135500,8070,3890,98500,8880,10939,65707
20030724,702.94,8610,8330,34000,137500,8130,3880,105000,8907,10957,64711
20030725,705.09,8600,7710,34150,140000,8160,3910,108500,9568,10886,64356
20030728,717.80,8860,7480,35000,142000,8360,3990,113000,10562,12188,66916
20030729,722.33,8990,7070,35100,145000,8470,4040,113500,10089,12349,68267
20030730,714.15,9090,7440,34500,140500,8430,4000,109000,10299,12153,66702
20030731,713.52,9030,7390,35200,142000,8320,3970,109500,10095,11832,66133
20030801,727.26,9130,8490,35750,145000,8520,4150,113000,9932,11742,67982
20030804,718.54,8940,8430,35200,143000,8430,4110,110000,9144,11046,67484
20030805,721.84,8960,9310,35500,142000,8560,4210,110500,9117,11153,67413
20030806,707.88,8690,9580,33700,140000,8260,4070,106000,9300,11153,66702
20030807,709.81,8540,9350,33000,138000,8200,4040,109000,9148,11278,66987
20030808,704.14,8490,8800,32600,138000,8120,4000,107000,8880,11243,66844
20030811,704.58,8470,9000,33000,140500,8160,4000,106500,8733,11582,67840
20030812,701.30,8470,8900,34200,139500,8000,3960,108000,8880,11261,68267
20030813,713.08,8510,8900,34250,140500,8250,4080,113000,8854,11314,72533
20030814,727.01,8600,8640,35200,143000,8500,4160,115500,9144,11635,78507
20030818,730.10,8720,8270,35600,141500,8380,4150,115000,9159,11617,78222
20030819,740.13,8800,8870,36000,144500,8600,4260,114500,8827,11385,78080
20030820,737.20,8700,8350,35400,143000,8700,4320,111000,8360,10957,74951
20030821,754.34,9280,8390,38150,143500,8830,4420,113000,8239,10903,75662
20030822,754.72,9160,8080,39000,148000,8920,4450,110000,7882,10779,73671
20030825,756.73,9190,8130,39150,150000,8860,4460,112000,8601,11332,74951
20030826,753.00,9230,7870,38700,145000,8910,4460,111000,8371,11046,76089
20030827,758.98,9110,7720,38600,146500,8860,4400,113000,8407,11118,75804
20030828,752.81,8960,8060,37800,141500,8760,4300,110000,8470,11100,72249
